site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"47-51 ALEXANDRA ROAD, SWADLINCOTE",yes,,2018-12-06,,0.19,12,12,THE RESIDENTIAL DEVELOPMENT TO FORM 12 HOUSES INCLUDING PROVISION OF PARKING AND GARDENS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2014/0300,local-authority-eng:SDE,not owned by a public authority,2014-12-15,,permissioned,full planning permission,POINT(-1.560008 52.770936),9/2014/0300,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=429784.96412936&StartNorthing=319352.67195786&StartZoom=500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"145 OVERSETTS ROAD, NEWHALL, SWADLINCOTE, DERBYSHIRE",yes,,2018-12-06,,0.27,6,6,THE ERECTION OF 6 3-BED DWELLINGS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2015/0396,local-authority-eng:SDE,not owned by a public authority,2017-01-23,,permissioned,full planning permission,POINT(-1.580193 52.780484),9/2015/0396,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=428416.55416639&StartNorthing=320405.77613859&StartZoom=500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"FORMER BRETBY POTTERY SITE, SWADLINCOTE ROAD, WOODVILLE, SWADLINCOTE, DERBYSHIRE",yes,,2018-12-06,,0.45,27,27,RESIDENTIAL DEVELOPMENT OF 27 AFFORDABLE HOUSING UNITS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2016/0322,local-authority-eng:SDE,not owned by a public authority,2016-11-09,,permissioned,full planning permission,POINT(-1.53913 52.768969),9/2016/0322,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=431193.54670677&StartNorthing=319141.94149361&StartZoom=500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"STENSON HOUSE BARN, STENSON ROAD, STENSON, DERBY, DERBYSHIRE",,,2018-12-06,,0.11,1,1,CHANGE OF USE OF EXISTING WORKSHOP BUILDING TO A LIVE WORK UNIT WITH ASSOCIATED EXTERNAL WORKS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2015/0730,local-authority-eng:SDE,not owned by a public authority,2015-10-02,,permissioned,full planning permission,POINT(-1.51815 52.867564),9/2015/0730,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=432568.95147353&StartNorthing=330140.28546269&StartZoom=500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"MILL GREEN HOUSE, SCROPTON, DERBYSHIRE",yes,,2018-12-06,,2.96,6,6,THE ERECTION OF SIX DWELLINGS WITH IMPROVEMENTS TO SITE ACCESS AND TO BROOK LANE/ LEATHERSLEY LANE JUNCTION. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2013/0342,local-authority-eng:SDE,not owned by a public authority,2013-08-28,,permissioned,full planning permission,POINT(-1.713289 52.867179),9/2013/0342,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=419620.89815178&StartNorthing=329967.38866484&StartZoom=1500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"LAND AT THE MEASE, HILTON, DERBYSHIRE",,,2018-12-06,,16.91,485,485,OUTLINE APPLICATION WITH ALL MATTERS EXCEPT ACCESS RESERVED FOR FUTURE APPROVAL FOR A MIXED USED DEVELOPMENT COMPRISING UP TO 485 DWELLINGS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2013/1044,local-authority-eng:SDE,not owned by a public authority,2015-12-11,,permissioned,reserved matters approval,POINT(-1.626202 52.864564),LP HOUSING POLICY 7,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=425260.77725715&StartNorthing=329736.89034843&StartZoom=1500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"FORMER KATHGLOW PREMISES, DOMINION ROAD, SWADLINCOTE, DERBYSHIRE",yes,,2018-12-06,,0.2,12,12,THE RESIDENTIAL DEVELOPMENT OF 12 DWELLINGS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2011/0329,local-authority-eng:SDE,not owned by a public authority,2011-08-24,,permissioned,full planning permission,POINT(-1.558191 52.77769),9/2011/0329,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=429903.06697713&StartNorthing=320104.21860854&StartZoom=500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"BARLEY MOW, PARK ROAD, CHURCH GRESLEY, DERBYSHIRE",yes,,2018-12-06,,0.08,8,8,"THE CHANGE OF USE AND CONVERSION OF THE PUBLIC HOUSE INTO FOUR APARTMENTS, THE REBUILDING OF A SINGLE UNIT AT THE REAR AND THE ERECTION OF THREE DWELLINGS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2009/1026",local-authority-eng:SDE,not owned by a public authority,2013-03-06,,permissioned,full planning permission,POINT(-1.554944 52.767492),9/2009/1026,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=430128.33606964&StartNorthing=318971.06956367&StartZoom=400&o=1&Layers=Brownfield_Land_Register,2017-12-31
"H K WENTWORTH FACTORY & ARRIVA BUS DEPOT, MIDLAND ROAD, SWADLINCOTE, DERBYSHIRE",yes,,2018-12-06,,1.48,57,57,"THE ERECTION OF 57 TWO, THREE & FOUR BEDROOM DWELLINGS AND ASSOCIATED HIGHWAYS AND PARKING. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2015/0498",local-authority-eng:SDE,not owned by a public authority,2016-02-16,,permissioned,full planning permission,POINT(-1.555774 52.776287),LP HOUSING POLICY 23K,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=430065.91887752&StartNorthing=319948.87470792&StartZoom=500&o=1&Layers=Brownfield_Land_Register,2017-12-31
"HILLTOP NURSING HOME, COLLIERY ROAD, CHURCH GRESLEY, SWADLINCOTE, DERBYSHIRE",,,2018-12-06,,0.13,15,15,CONVERSION OF EXISTING RESIDENTIAL NURSING HOME AND ASSOCIATED ACCOMMODATION INTO RESIDENTIAL APARTMENTS. http://www.planning.south-derbys.gov.uk/ApplicationDetail.aspx?Ref=9/2013/0675,local-authority-eng:SDE,not owned by a public authority,2016-04-15,,permissioned,full planning permission,POINT(-1.568641 52.759812),9/2013/0675,http://maps.south-derbys.gov.uk/ishareLIVE.Web/atmyresponsivecouncil.aspx?MapSource=mapsources/AllMaps&StartEasting=429207.98804633&StartNorthing=318110.47420512&StartZoom=400&o=1&Layers=Brownfield_Land_Register,2017-12-31
