site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Garages off, Linden Road and Pine Road,Brunswick Park,N11 1ER",,,2018-11-23,,0.09,6,6,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.15155 51.629445),16/3377/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Sir Thomas Lipton Memorial Hospital, Osridge, 151, Chase Side,Brunswick Park,N14 5HE",,,2018-11-23,,2.01,30,30,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.137364 51.634967),16/7101/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
North London Business Park,,,2018-11-23,,16.49,1000,1000,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,POINT(-0.151803 51.625913),North London Business Park Planning Brief 2016,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Imperial House, The Hyde,Burnt Oak,NW9 5AL",,,2018-11-23,,0.41,81,81,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.260106 51.595462),15/04442/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Church Walk House, Church Walk,Childs Hill,NW2 2TJ",,,2018-11-23,,0.42,20,20,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.198711 51.561228),15/05969/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"112-132, Cricklewood Lane,Childs Hill,NW2 2DP",,,2018-11-23,,0.64,122,122,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.209223 51.559723),16/0601/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"194-196, Cricklewood Broadway,Childs Hill,NW2 3EB",,,2018-11-23,,0.86,97,97,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.215816 51.557936),17/0233/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"220, The Vale,Childs Hill,NW11 8SR",,,2018-11-23,,0.05,14,14,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.213045 51.563097),17/2690/PNO,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Land Behind Sheaveshill Court, The Hyde,Colindale,NW9 6SJ",,,2018-11-23,,1.64,34,34,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.253268 51.589659),16/6222/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Colindale Telephone Exchange, The Hyde,Colindale,NW9 6LB",,,2018-11-23,,1.01,220,220,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.245875 51.583976),17/5534/PNO,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"McDonalds Site, 157 Colindeep Lane",,,2018-11-23,,0.50,100,100,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,POINT(-0.25501 51.591038),Colindale AAP 2010,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
Burger King/ Eyeland Site NW9 5EB,,,2018-11-23,,0.40,150,150,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,POINT(-0.258575 51.593726),Colindale AAP 2010,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
Middlesex University Halls,,,2018-11-23,,2.66,190,190,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,POINT(-0.228441 51.589714),Colindale AAP 2010,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Merit House, Edgware Road, NW9 5AB",,,2018-11-23,,1.00,180,180,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,POINT(-0.258746 51.59416),Colindale AAP 2010,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Kwik Fit, The Hyde",,,2018-11-23,,0.10,60,60,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,POINT(-0.257853 51.59296),Colindale AAP 2010,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Barnet And Southgate College, Grahame Park Way,Colindale,NW9 5RA",,,2018-11-23,,5.46,396,396,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.242475 51.603923),H/03551/14,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Peel Centre, Peel Drive,Colindale,NW9 5JE",,,2018-11-23,,20.36,2874,2874,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.243944 51.593334),H/04753/14,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Homebase, Rookery Way,Colindale,NW9 6SS",,,2018-11-23,,2.45,387,387,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.245294 51.584738),H/05828/14,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"126, Colindale Avenue, Colindale,NW9 5HD",,,2018-11-23,,0.26,35,35,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.251328 51.593906),H/05833/14,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Former RAF East Camp site, Aerodrome Road,Colindale,NW9",,,2018-11-23,,13.22,2800,2800,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.240273 51.595597),W00198AA/04,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Grahame Park Estate, Lanacre Avenue,Colindale,NW9 5UP",,,2018-11-23,,34.30,1663,1663,,local-authority-eng:BNE,mixed ownership,,,permissioned,,POINT(-0.246305 51.601484),W01731JS/04,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"106-128 and 27-37, Land Adjacent to, Mount Pleasant and Langford Road,East Barnet,EN4 9HG",,,2018-11-23,,0.23,12,12,,local-authority-eng:BNE,owned by a public authority,,,permissioned,,POINT(-0.158963 51.652401),16/3262/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"11 - 13, Approach Road,East Barnet,EN4 8FG",,,2018-11-23,,0.07,15,15,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.172409 51.649323),B/02366/13,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Land Formerly Known As British Gas Works Albert Road, Albert Road,East Barnet,EN4 9SH",,,2018-11-23,,2.52,305,305,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.17316 51.652192),B/04834/14,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Sainsburies, East Barnet Road",,,2018-11-23,,1.02,65,65,,local-authority-eng:BNE,not owned by a public authority,,,not permissioned,,POINT(-0.171474 51.64943),New Barnet Town Centre Framework 2010 - Site 3,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Elmshurst Crescent Garages, Adjacent to 90-100, Elmshurst Crescent,East Finchley,N2 0LR",,,2018-11-23,,0.17,13,13,,local-authority-eng:BNE,owned by a public authority,,,permissioned,,POINT(-0.175319 51.589561),16/3252/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"1-2, Land Adjacent to, Norfolk Close,East Finchley,N2 8ET",,,2018-11-23,,0.41,8,8,,local-authority-eng:BNE,owned by a public authority,,,permissioned,,POINT(-0.167178 51.59221),17/1409/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"42-46, Station Road, HA8 7ZZ",,,2018-11-23,,0.02,8,8,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.277546 51.611492),15/01294/PNO,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"Land At Broadfields Primary School, Roseberry Drive,Edgware,HA8 8JP",,,2018-11-23,,3.12,112,112,,local-authority-eng:BNE,owned by a public authority,,,permissioned,,POINT(-0.274824 51.629281),15/03137/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
"102-124 and Car park to Rear, Station Road,Edgware,HA8 7BJ",,,2018-11-23,,0.63,122,122,,local-authority-eng:BNE,not owned by a public authority,,,permissioned,,POINT(-0.276782 51.612137),16/0112/FUL,https://maps.london.gov.uk/brownfield-site-register/,2018-11-23
