site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Norton House, 13 Mansfield Road, Rotherham, S60 2DR",yes,,2017-09-29,,0.08,6,6,Permitted change from office to residential. 21 apartments,local-authority-eng:ROT,not owned by a public authority,2016-08-11,http://rotherham.planportal.co.uk/?id=RB2016/0821,permissioned,other,,BR0001,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Land off York Road, St Ann's, Rotherham, S65 1PN",yes,,2017-09-29,,0.47,30,15,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,owned by a public authority,,,not permissioned,,,BR0002,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Bellows Road Centre, Rawmarsh, Rotherham, S26 6NG",yes,,2017-09-29,,0.95,60,30,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,owned by a public authority,,http://rotherham.planportal.co.uk/?id=RB2009/0700,not permissioned,,,BR0003,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Land at Boswell Street and Arundel Road, Herringthorpe, Rotherham",yes,,2017-09-29,,0.46,15,11,Part of proposed housing allocation in the Rotherham Local Plan. It is expected that development of this site will be as part of the comprehensive development of the Local Plan allocation.,local-authority-eng:ROT,,,,not permissioned,,,BR0004,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Land behind Bradgate Club, Bradgate Lane, Rotherham, S61 1QJ",,,2017-09-29,,0.59,19,14,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,,,,not permissioned,,,BR0005,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Timberyard, Outgang Lane, Dinnington, S25 3QX",yes,,2017-09-29,,7.96,271,167,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,not owned by a public authority,,http://rotherham.planportal.co.uk/?id=RB2012/1643,not permissioned,,,BR0006,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Properties along Newland Avenue and Braithwell Road and Chadwick Drive, Maltby, Rotherham, S66 9AJ",yes,,2017-09-29,,2.73,66,66,Part of proposed housing allocation in the Rotherham Local Plan. 98 dwellings,local-authority-eng:ROT,owned by a public authority,2017-05-05,http://rotherham.planportal.co.uk/?id=RB2017/0111,permissioned,full planning permission,,BR0007,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Tarmac site off Blyth Road, Maltby, Rotherham, S64 8HJ",yes,,2017-09-29,,0.95,25,18,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,not owned by a public authority,,http://rotherham.planportal.co.uk/?id=RB2015/1075,not permissioned,,,BR0008,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"North Farm Close, Harthill, S26 7YH",,,2017-09-29,,0.75,17,14,Part of proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,not owned by a public authority,,,not permissioned,,,BR0009,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"128-130 Wellgate, Rotherham, S60 2LL",yes,,2017-09-29,,0.65,100,52,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,owned by a public authority,,http://planning.rotherham.gov.uk/fastweblive/detail.asp?AltRef=RB2006/0925,not permissioned,,,BR0010,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Moorgate House, Moorgate Road, Rotherham, S60 2AD",yes,,2017-09-29,,0.43,26,10,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,not owned by a public authority,,http://planning.rotherham.gov.uk/fastweblive/detail.asp?AltRef=RB2007/1136,not permissioned,,,BR0011,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Land off Mansfield Road, North of A57, Aston, Rotherham",yes,,2017-09-29,,0.78,24,18,Proposed housing allocation in the Rotherham Local Plan. Forms part of a wider allocation which in total is estimated to have capacity for 99 homes,local-authority-eng:ROT,not owned by a public authority,,,not permissioned,,,BR0012,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Land to the north west of Doncaster Road, Dalton, Rotherham",yes,,2017-09-29,,0.63,38,15,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,not owned by a public authority,,,not permissioned,,,BR0013,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Charnwood House, Charnwood Street, Swinton, Rotherham",yes,,2017-09-29,,0.62,20,15,Proposed housing allocation in the Rotherham Local Plan,local-authority-eng:ROT,owned by a public authority,,,not permissioned,,,BR0014,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"The Howard Building, Howard Street, Rotherham, S65 1AX",yes,,2017-09-29,,0.21,64,64,Part of site is subject to a prior approval for change from office to residential use (53 apartments; RMBC2014/1453). Remainder of the site has permission (RB2014/1499) for conversion to residential use for 72 apartments.. 125 apartments,local-authority-eng:ROT,not owned by a public authority,2016-04-15,http://rotherham.planportal.co.uk/?id=RB2014/1453|http://rotherham.planportal.co.uk/?id=RB2014/1499,permissioned,full planning permission,,BR0015,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Techtronics, 22 St Georges Drive, Brinsworth, Rotherham, S60 5NG",,,2017-09-29,,0.12,5,4,,local-authority-eng:ROT,not owned by a public authority,,http://rotherham.planportal.co.uk/?id=RB2014/0502,not permissioned,,,BR0016,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Former Probation Services Offices, Masbrough Street, Rotherham, S60 1HW",yes,,2017-09-29,,0.1,10,10,Permitted change from office to residential. 20 flats,local-authority-eng:ROT,not owned by a public authority,2017-03-16,http://rotherham.planportal.co.uk/?id=RB2017/0183,permissioned,other,,BR0017,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"31 Carlyle Road, Maltby, Rotherham, S66 7LP",,,2017-09-29,,0.03,6,1,,local-authority-eng:ROT,not owned by a public authority,,http://planning.rotherham.gov.uk/fastweblive/detail.asp?AltRef=RB2004/1022,not permissioned,,,BR0018,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Land at Oldgate Lane, Thrybergh, Rotherham, S65 4JX",,,2017-09-29,,0.08,6,3,Current temporary permission for use of land as a car wash expires 31 October 2021,local-authority-eng:ROT,not owned by a public authority,,http://planning.rotherham.gov.uk/fastweblive/detail.asp?AltRef=RB2006/0226,not permissioned,,,BR0019,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
"Land at Herringthorpe Valley Road, Herringthorpe, Rotherham",,,2017-09-29,,0.14,8,4,,local-authority-eng:ROT,not owned by a public authority,,http://planning.rotherham.gov.uk/fastweblive/detail.asp?AltRef=RB2006/2156,not permissioned,,,BR0020,http://communitymapping.rotherham.gov.uk/Communitymapfindit/findit/,2017-09-29
