site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Former Rolls Royce Main Works Site, Nightingale Road, Derby",,,2019-10-30,,8.73,372,372,,local-authority-eng:DER,not owned by a public authority,,,pending decision,,POINT(-1.462548 52.898762),DER/0008,https://maps.derby.gov.uk/webmap/Map.aspx?x=436251&y=333615&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Nightingale Road Car Park, Nightingale Road, Derby",,,2019-10-30,,0.28,34,34,,local-authority-eng:DER,not owned by a public authority,,,pending decision,,POINT(-1.458513 52.899301),DER/0009,https://maps.derby.gov.uk/webmap/Map.aspx?x=436522&y=333677&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2018-11-27
"Elton Road Rolls Royce Site, Elton Road, Derby",,,2019-10-30,,2.08,100,100,,local-authority-eng:DER,not owned by a public authority,,,not permissioned,,POINT(-1.469489 52.89891),DER/0011,https://maps.derby.gov.uk/webmap/Map.aspx?x=435784&y=333628&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Tanglewood Mill, Coke Street, Derby",,,2019-10-30,,0.16,22,22,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.49747 52.92048),DER/0036,https://maps.derby.gov.uk/webmap/Map.aspx?x=433885&y=336014&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former St Joseph’s Church Hall, Mill Hill Lane, Derby",,,2019-10-30,,0.24,14,14,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.481558 52.914002),DER/0044,https://maps.derby.gov.uk/webmap/Map.aspx?x=434960&y=335301&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former California Works, Parliament Street, Derby",,,2019-10-30,,0.17,14,14,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.491483 52.917362),DER/0063,https://maps.derby.gov.uk/webmap/Map.aspx?x=434290&y=335671&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Elmhurst, Lonsdale Place, Rowditch, Derby",,,2019-10-30,,0.28,24,24,,local-authority-eng:DER,owned by a public authority,,,permissioned,,POINT(-1.498888 52.917411),DER/0073,https://maps.derby.gov.uk/webmap/Map.aspx?x=433792&y=335672&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"St Georges Phase 2, Land between St Mary’s Gate and Sadler Gate, Derby",,,2019-10-30,,0.56,53,53,,local-authority-eng:DER,owned by a public authority,,,not permissioned,,POINT(-1.479193 52.92397),DER/0082,https://maps.derby.gov.uk/webmap/Map.aspx?x=435103&y=336418&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Becketwell, Victoria Street/Macklin Street, Derby",,,2019-10-30,,0.77,342,342,,local-authority-eng:DER,mixed ownership,,,pending decision,,POINT(-1.479497 52.920969),DER/0085,https://maps.derby.gov.uk/webmap/Map.aspx?x=435093&y=336077&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2018-11-27
"Castleward Area, between London Road and Station Approach, Derby",,,2019-10-30,,13.4,635,635,,local-authority-eng:DER,mixed ownership,,,permissioned,,POINT(-1.467602 52.918219),DER/0089,https://maps.derby.gov.uk/webmap/Map.aspx?x=435895&y=335778&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Derbyshire Royal Infirmary, Between Osmaston Road and London Road, Derby",,,2019-10-30,,7.5,796,796,,local-authority-eng:DER,,,,permissioned,,POINT(-1.47089 52.915699),DER/0120,https://maps.derby.gov.uk/webmap/Map.aspx?x=435676&y=335495&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Technograv Phase 2, Nottingham Road, Spondon",,,2019-10-30,,0.77,42,42,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.397021 52.910502),DER/0123,https://maps.derby.gov.uk/webmap/Map.aspx?x=440648&y=334956&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2019-10-30
"St Helen’s House, King Street",,,2019-10-30,,0.5,49,49,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.480562 52.927662),DER/0162,https://maps.derby.gov.uk/webmap/Map.aspx?x=435017&y=336821&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"The Knoll, Stenson Road",,,2019-10-30,,0.58,10,10,,local-authority-eng:DER,owned by a public authority,,,permissioned,,POINT(-1.526726 52.921751),DER/0169,https://maps.derby.gov.uk/webmap/Map.aspx?x=434359&y=333598&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2019-10-30
"Britannia Court, Duke Street, Derby",,,2019-10-30,,0.2,26,26,,local-authority-eng:DER,owned by a public authority,,,permissioned,,POINT(-1.476178 52.928559),DER/0183,https://maps.derby.gov.uk/webmap/Map.aspx?x=435311&y=336923&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Anochrome Jigs site, 8-14 Mansfield Road, Derby",,,2019-10-30,,0.1,33,33,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.472607 52.927375),DER/0193,https://maps.derby.gov.uk/webmap/Map.aspx?x=435451&y=336793&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Council Office, Perth Street, Chaddesden, Derby",,,2019-10-30,,0.3,11,11,,local-authority-eng:DER,owned by a public authority,,,permissioned,,POINT(-1.449804 52.935515),DER/0197,https://maps.derby.gov.uk/webmap/Map.aspx?x=437077&y=337710&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Police Station, 2 Merrill Way, Allenton, Derby",,,2019-10-30,,0.14,12,12,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.450205 52.885059),DER/0202,https://maps.derby.gov.uk/webmap/Map.aspx?x=437093&y=332098&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Rear of 126 Drewry Lane, Derby",,,2019-10-30,,0.26,14,14,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.489622 52.920024),DER/0210,https://maps.derby.gov.uk/webmap/Map.aspx?x=434413&y=335967&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Hallmark Inn Car Park, Wellington Street, Derby",,,2019-10-30,,0.1,21,21,,local-authority-eng:DER,,,,permissioned,,POINT(-1.465592 52.915981),DER/0212,https://maps.derby.gov.uk/webmap/Map.aspx?x=436032&y=335529&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2018-11-27
"Former Ken Ives site, 547 Burton Road, Derby",,,2019-10-30,,0.46,45,45,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.506601 52.906189),DER/0217,https://maps.derby.gov.uk/webmap/Map.aspx?x=433282&y=334420&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Upper floors above 25-33 Babington Lane, Derby",,,2019-10-30,,0.06,25,25,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.476849 52.918566),DER/0218,https://maps.derby.gov.uk/webmap/Map.aspx?x=435273&y=335811&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Samways Cycle Shop, 20-22 Ashbourne Road, Derby",,,2019-10-30,,0.12,13,13,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.491354 52.925785),DER/0225,https://maps.derby.gov.uk/webmap/Map.aspx?x=434292&y=336607&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
"Former Yarn Spinner Public House, Stoney Lane, Spondon",,,2019-10-30,,0.28,13,13,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.396046 52.918588),DER/0235,https://maps.derby.gov.uk/webmap/Map.aspx?x=440706&y=335856&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-13
36 Agard Street,,,2019-10-30,,0.12,142,142,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.486851 52.924165),DER/0237,https://maps.derby.gov.uk/webmap/Map.aspx?x=434597&y=336530&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2019-10-30
"Nightingale House, 117a London Road, Derby",,,2019-10-30,,0.2,13,13,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.468959 52.916751),DER/0244,https://maps.derby.gov.uk/webmap/Map.aspx?x=435805&y=335613&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-14
"Aston Engineering, Lonsdale Place, Rowditch, Derby",,,2019-10-30,,0.1,11,11,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.498987 52.917915),DER/0247,https://maps.derby.gov.uk/webmap/Map.aspx?x=433785&y=335728&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-14
"Quarndon Electronics, Slack Lane, Derby.",,,2019-10-30,,0.24,22,22,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.495203 52.922277),DER/0249,https://maps.derby.gov.uk/webmap/Map.aspx?x=434036&y=336215&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-14
"Burleigh Court, Nuns Street",,,2019-10-30,,0.13,50,50,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.487309 52.927026),DER/0257,https://maps.derby.gov.uk/webmap/Map.aspx?x=434563&y=336747&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2019-10-30
"Land at Cathedral Road/Walker Lane, Corner of Cathedral Road and Walker Lane, Derby",,,2019-10-30,,0.25,106,106,,local-authority-eng:DER,not owned by a public authority,,,permissioned,,POINT(-1.48135 52.925256),DER/0271,https://maps.derby.gov.uk/webmap/Map.aspx?x=434965&y=336553&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,2017-11-14
