site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Ribble Close & Gas Holder Site,yes,,2019-12-14,,1.20,50,40,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/3,,
"Blackpole Road, Western Power Distribution Depot",yes,,2019-12-14,,2.58,40,40,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/19,,
73-77 Bromwich Road,yes,,2019-12-14,,0.14,11,5,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/a,,
"Malvern Gate, Bromwich Road",yes,,2019-12-14,,1.28,55,45,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/c,,
"Old Brewery Service Station, Barbourne Road",yes,,2019-12-14,,0.14,18,12,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,permissioned,full planning permission,SWDP43/9,,
"County Council Offices, Sherwood Lane",yes,,2019-12-14,,0.50,30,25,,local-authority-eng:WOC,owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/f,,
"County Council Offices, Bilford Road",yes,,2019-12-14,,0.67,20,15,,local-authority-eng:WOC,owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/g,,
"Laugherne Garage, Bransford Road",yes,,2019-12-14,,0.44,10,8,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/h,,
"Former Club House, Tolladine Golf Course",yes,,2019-12-14,,0.50,15,9,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,not permissioned,other,SWDP43/m,,
79 St Johns,yes,,2019-12-14,,0.05,10,10,,local-authority-eng:WOC,not owned by a public authority,,https://www.worcester.gov.uk/planning-application-search,pending decision,other,SWDP43/q,,
