site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
FORMER VICTORIA COTTAGE HOSPITAL EMSWORTH,,,2019-02-01,,0.16,15,15,,local-authority-eng:HAA,,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_49953_1,not permissioned,,POINT(-0.937172 50.848175),EM1,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
"GAS SITE , PALMERS ROAD",,,2019-02-01,,0.46,15,15,,local-authority-eng:HAA,not owned by a public authority,,,not permissioned,,POINT(-0.935874 50.849665),EM2,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
HAVANT TOWN CENTRE HAVANT,,,2017-12-08,,40.66,750,750,,local-authority-eng:HAA,mixed ownership,,,not permissioned,,POINT(-0.982463 50.854451),TC1,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
PORTSMOUTH WATER HQ HAVANT,yes,,2019-02-01,,3.17,120,120,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_2468_1,not permissioned,,POINT(-0.989849 50.852572),HB2,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
LAND AT PALK ROAD HAVANT,,,2019-02-01,,0.53,21,21,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_2499_1,not permissioned,,POINT(-0.996923 50.853254),HB3,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
HAVANT GARDEN CENTRE,yes,,2019-02-01,,,,,,local-authority-eng:HAA,not owned by a public authority,,,not permissioned,,,HB8,,2019-02-01
HELMSLEY HOUSE,yes,,2020-03-05,,,,,,local-authority-eng:HAA,not owned by a public authority,,,,,,HB12,,
LAND AT FORMER OAK PARK SCHOOL HAVANT,yes,,2017-12-08,,2.26,99,99,"HAVANT HEALTH AND WELLBEING CAMPUS, COMPRISING AN 80 BED NURSING HOME, 51 AFFORDABLE EXTRA CARE FLATS, 48 AFFORDABLE AND MARKET SUPPORTED LIVING FLATS & COMMUNITY HUB FACILITIES",local-authority-eng:HAA,,2015-12-18,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_2054_4,permissioned,full planning permission,POINT(-0.976994 50.85898),HB70,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
HAVANT AND SOUTH DOWNS COLLEGE (HAVANT CAMPUS),,,2020-03-05,,,,,,local-authority-eng:HAA,not owned by a public authority,,,,,,HB14,,
"PULLINGERS, ELM GROVE",yes,,2017-12-08,,0.16,14,14,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_58296_1,not permissioned,,POINT(-0.976065 50.79238),HY2,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
BEACHLANDS HAYLING ISLAND,,,2017-12-08,,1.92,125,125,,local-authority-eng:HAA,mixed ownership,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_1478_1,not permissioned,,POINT(-0.988232 50.784762),HY17,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
"THE NAB CAR PARK, SOUTHWOOD ROAD",,,2017-12-08,,0.23,30,30,,local-authority-eng:HAA,,,,not permissioned,,POINT(-0.952768 50.778397),HY16,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
STROUDEN COURT LEIGH PARK,,,2017-12-08,,2.15,40,40,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_66411_1,not permissioned,,POINT(-0.997187 50.876053),LP1,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
DUNSBURY WAY LEIGH PARK,,,2017-12-08,,0.61,72,72,,local-authority-eng:HAA,not owned by a public authority,,,not permissioned,,POINT(-0.987897 50.869903),LP3,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
LEIGH PARK CENTRE LEIGH PARK,,,2017-12-08,,6.92,62,62,,local-authority-eng:HAA,mixed ownership,,,not permissioned,,POINT(-0.985671 50.86768),TC2,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
FORMER SCOTTISH AND SOUTHERN ENERGY OFFICES,,,2020-03-05,,,,,,local-authority-eng:HAA,,,,,,,LP4,,
FORMER COLT SITE NEW LANE LEIGH PARK,yes,,2017-12-08,,3.1,90,90,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_43966_1,not permissioned,,POINT(-0.969845 50.866193),LP6,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
WATERLOOVILLE TOWN CENTRE WATERLOOVILLE,,,2017-12-08,,24.58,600,600,,local-authority-eng:HAA,mixed ownership,,,not permissioned,,POINT(-1.031875 50.881184),TC3,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
GOODWILLIES TIMBER YARD,,,2020-03-05,,,,,,local-authority-eng:HAA,,,,,,,WV1,,
PADNELL GRANGE WATERLOOVILLE,,,2017-12-08,,2.56,84,84,,local-authority-eng:HAA,not owned by a public authority,,,not permissioned,,POINT(-1.006886 50.8952),WV2,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
WOODCROFT PRIMARY SCHOOL WATERLOOVILLE,,,2017-12-08,,1.58,43,43,OUTLINE APP FOR RESIDENTIAL DEVELOPMENT FOR 43 RESIDENTIAL DWELLINGS,local-authority-eng:HAA,not owned by a public authority,2016-08-05,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_23739_1,permissioned,outline planning permission,POINT(-1.025952 50.903454),WV3,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
HAVANT AND SOUTH DOWNS COLLEGE (HAVANT CAMPUS),yes,,2017-12-08,,2.7,94,94,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_10353_1,not permissioned,,POINT(-1.022524 50.860683),WV7,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
MANOR NURSERIES HAYLING ISLAND,,,2017-12-08,,0.39,13,13,,local-authority-eng:HAA,not owned by a public authority,,,not permissioned,,POINT(-0.98376 50.799336),HY3,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
LITTLEPARK HOUSE HAVANT (part),,,2017-12-08,,1.22,47,47,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_15629_1,not permissioned,,POINT(-1.013383 50.860894),HB6a,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
NORTHNEY MARINA HAYLING ISLAND,,,2017-12-08,,5.16,42,42,,local-authority-eng:HAA,not owned by a public authority,,,not permissioned,,POINT(-0.9676 50.833322),HY6,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
SOUTHLEIGH PARK HOUSE EMSWORTH,,,2017-12-08,,3.18,35,35,,local-authority-eng:HAA,not owned by a public authority,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_48908_1,not permissioned,,POINT(-0.954791 50.8664),UE55,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,2017-12-08
WEST OF WATERLOOVILLE - PHASE 8,,,2020-03-05,,,,,,local-authority-eng:HAA,,,,,,,APP/12/00008,,
YACHT HAVEN DEVELOPMENT SITE COPSE LAND HAYLING ISLAND,yes,,2017-12-08,,2.9,6,6,ERECTION OF 6NO. 5 BED HOUSES. 2NO. BOAT STORES AND COASTAL IMPROVEMENTS.,local-authority-eng:HAA,not owned by a public authority,2015-11-27,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_42111_1,permissioned,full planning permission,POINT(-0.966525 50.811262),APP/13/00317,https://planningpublicaccess.havant.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=DCAPR_229891,2017-12-08
