site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Sangster Court Church Road Rayleigh SS6 8PZ,,,2019-11-21,,0.31,12,9,Site from 2017 SHELAA,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,POINT(0.618761 51.584776),ROC001,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Lime Court and Poplar Court Greensward Lane Hockley SS5 5HB,,,2019-11-21,,0.6,24,18,Site from 2017 SHELAA,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,POINT(0.660635 51.604249),ROC002,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Former Adult Community College Rocheway Rochford SS4 1DQ,yes,,2019-11-21,,1.05,74,74,"Site falls within Green Belt and adjacent to Open Space. Development went to development committee on 19 October 2017, Section 106 agreement completed 14th March 2018.. Proposed Demolition of Vacant Adult Community Learning Centre and Redevelopment of the Site to Accommodate a 60 Unit Independent Living Residential Home (Class C2) With Associated Infrastructure and Car Park, and 14 Dwelling Houses (Class C3), Vehicle Access and Hard and Soft Landscaping",local-authority-eng:ROC,owned by a public authority,,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Adult+Community+College,permissioned,,POINT(0.713837 51.582374),ROC003,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Castle Road Recycling Centre Rayleigh SS6 7RP,yes,,2019-11-21,,0.31,12,9,Site from 2017 SHELAA,local-authority-eng:ROC,owned by a public authority,,,not permissioned,,POINT(0.606209 51.581537),ROC004,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Eldon Way/Foundry Industrial Estate Hockley,,,2019-11-21,,4.6,150,150,"Site is allocated for residential development in the Rochford District Council Allocations Plan 2014. A small part of the site was approved for 20 dwellings at a development committee in March 2016, awaiting Section 106 agreement as at September 2019.. https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf",local-authority-eng:ROC,mixed ownership,,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=15%2F00144%2FOUT,not permissioned,,POINT(0.65775 51.603666),ROC005,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Stambridge Mills Rochford,,,2019-11-21,,1.84,115,41,Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.. https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,POINT(0.722007 51.580626),ROC006,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Rawreth Industrial Estate Rayleigh,,,2019-11-21,,6.2,140,93,Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.. https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf,local-authority-eng:ROC,mixed ownership,,,not permissioned,,POINT(0.591548 51.600406),ROC007,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
5A Castle Road Rayleigh SS6 7QD,yes,,2019-11-21,,0.06,9,9,Planning permission expired. Change of Use From Gymnasium/Beauty Salonn to 6No 1-bed and 1No. 2-bed Self-contained Flats to Ground and First Floors and add Additional Floor With 2 No 1-bed Flats,local-authority-eng:ROC,not owned by a public authority,2015-10-15,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=5A+Castle+Road,permissioned,full planning permission,POINT(0.603169 51.584317),ROC010,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Bullwood Hall Bullwood Hall Lane Hockley,yes,,2019-11-21,,3.6,72,60,"Site forms part of the Council's housing land trajectory.. Outline Application to Demolish Existing Prison Complex Buildings, Convert Bullwood Hall into Terrace of Three Houses Incorporating Extension, Provide Residential Development of 60no. Dwellings, Alterations to Access and Access Road",local-authority-eng:ROC,not owned by a public authority,2015-12-16,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Site+of+Bullwood+Hall,permissioned,outline planning permission,POINT(0.633802 51.593926),ROC013,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Timber Grove London Road Rayleigh,yes,,2019-11-21,,3.03,91,83,This site forms a small part of the housing allocation Policy SER1 of the Rochford District Council Allocations Plan (2014),local-authority-eng:ROC,not owned by a public authority,,,permissioned,,POINT(0.587642 51.597891),ROC017,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
68-72 West Street Rochford,yes,,2019-11-21,,0.21,13,6,Site from 2017 SHELAA. Site falls within Rochford Town Centre Conservation Area and Rochford Town Centre Area Action Plan policy area.,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,POINT(0.704221 51.582544),ROC018,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
162-168 High Street Rayleigh,yes,,2019-11-21,,0.17,10,5,Site from 2017 SHELAA. Site falls within Rayleigh Air Quality Management Area (AQMA),local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,POINT(0.601755 51.584283),ROC019,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
247 London Road Rayleigh SS6 9DW,yes,,2019-11-21,,0.2,12,6,Site from 2017 SHELAA.,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,POINT(0.585814 51.59578),ROC020,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
"Former Dairy Crest Site, Rear of 98 to 128 High Street, Rayleigh",yes,,2019-11-21,,0.22,9,7,Site owner has previously submitted pre-application advice request and full planning application,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,POINT(0.603975 51.585597),ROC022,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2017-12-28
Garage Block Between 28 And 29 Althorne Way Canewdon,yes,,2019-11-21,,0.12,6,6,Site with planning permission for 6no. residential development. Demolish Garages and Construct Two Buildings to Provide 4 No. Two Bedroomed and 2 No. One Bedroomed Flats (6 Flats in Total) With Associated Vehicle and Cycle Parking,local-authority-eng:ROC,not owned by a public authority,2018-03-28,https://maps.rochford.gov.uk/DevelopmentControl.aspx?requesttype=parsetemplate&template=DevelopmentControlApplication.tmplt&basepage=DevelopmentControl.aspx&Filter=^REFVAL^='17/00783/FUL'&history=ca7c5efce7014cadbeae01c104a7391a,permissioned,full planning permission,POINT(0.748039 51.61782),ROC024,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2018-11-12
41 Crown Hill Rayleigh SS6 8HB,yes,,2019-11-21,,0.07,5,5,Site with planning permission for 5no. Residential development. Outline Application with All Matters Reserved for Demolition of Existing Dwelling and Construction of Two Storey Building for 5 Flats,local-authority-eng:ROC,not owned by a public authority,2019-02-27,https://maps.rochford.gov.uk/DevelopmentControl.aspx?requesttype=parsetemplate&template=DevelopmentControlApplication.tmplt&basepage=DevelopmentControl.aspx&Filter=^REFVAL^='18/01144/OUT'&history=52dfca16bb2541dfb1197e4752e307a7,permissioned,outline planning permission,POINT(0.601498 51.587141),ROC025,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2019-09-16
Brandy Hole Yacht Club Kingsman Farm Road Hullbridge,yes,,2019-11-21,,1.03,14,14,Site with planning permission for 14no. Residential development. Demolition of Existing Holiday Home Caravans and Erect 14no 2 bedroom Raised Dwellings,local-authority-eng:ROC,not owned by a public authority,2019-01-16,https://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=eaa87729112a4a0fa86310f5f3130812&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Brandy+Hole+Yacht+club,permissioned,full planning permission,POINT(0.634344 51.631127),ROC026,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2019-09-16
87 Canewdon View Rd Ashingdon,yes,,2019-11-21,,1.52,5,5,Site with planning permission for 5no. Residential development. Demolish existing buildings on site and constuct 5 No. three bed bungalows (revised appllication),local-authority-eng:ROC,not owned by a public authority,2019-07-31,https://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=eaa87729112a4a0fa86310f5f3130812&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=87+canewdon+view+road,permissioned,full planning permission,POINT(0.700214 51.604344),ROC28,https://rochford.maps.arcgis.com/apps/webappviewer/index.html?id=ca07a079366f435a8942ddef236add3a,2019-09-16
