site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Site of The Vigo public house, Hartside, Birtley",yes,,2019-12-31,,0.22,11,4,DC/17/00742/FUL. 10 houses,local-authority-eng:GAT,not owned by a public authority,2017-09-13,,permissioned,full planning permission,POINT(-1.563122 54.882501),HLA1,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2017-12-21
"Bling Bling site, Durham Rd",,,2020-03-02,,0.09,13,3,DC/19/00705/FUL. 12 flats,local-authority-eng:GAT,not owned by a public authority,2019-11-08,,permissioned,full planning permission,POINT(-1.576484 54.898467),HLA12,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2019-12-31
BAE Systems,yes,,2019-12-31,,11.31,466,254,300 dwellings,local-authority-eng:GAT,not owned by a public authority,,,not permissioned,,POINT(-1.58302 54.89818),HLA19,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2019-12-31
"Bleach Green, Elm Rd, Blaydon",yes,,2019-12-31,,4.97,202,97,DC/18/01048/FUL. 183 houses,local-authority-eng:GAT,owned by a public authority,2019-01-18,,permissioned,full planning permission,POINT(-1.709765 54.960635),HLB1,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2017-12-21
"Blaydon Bank / Litchfield Lane, Winlaton",yes,,2017-12-21,,0.11,7,6,DC/15/00974/FUL. 6 town houses,local-authority-eng:GAT,mixed ownership,2016-01-22,,permissioned,full planning permission,POINT(-1.702211 54.952635),HLB2,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2017-12-21
"Ramsay Street, Winlaton",yes,,2020-03-02,,0.07,10,8,DC/17/00258/FUL. 8 assisted living flats and caretaker's dwelling,local-authority-eng:GAT,mixed ownership,2017-08-04,,permissioned,full planning permission,POINT(-1.721252 54.956257),HLB3,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2017-12-21
"MetroGreen - Derwent West Bank, Derwenthaugh Rd, Blaydon",,,2017-12-21,,8.65,200,173,,local-authority-eng:GAT,mixed ownership,,,not permissioned,,POINT(-1.721801 54.954549),HLB5,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2017-12-21
Garden Street,yes,,2019-12-31,,0.67,35,22,"DC/18/00863/FUL. Current permisson is for privately-owned part of site; the remainder is owned by Gateshead Council. Development likely to require retention of the listed building, Blaydon House.. 25 houses and flats",local-authority-eng:GAT,mixed ownership,2019-01-15,,permissioned,full planning permission,POINT(-1.619159 54.952938),HLB9,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2018-12-21
"Churchill's site, Blaydon",,,2019-12-31,,2.51,122,49,,local-authority-eng:GAT,not owned by a public authority,,,,,POINT(-1.704473 54.962345),HLB17,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2019-12-31
"Clifford House, Lucy Street, Blaydon",yes,,2019-12-31,,0.07,8,7,DC/18/00834/FUL. change of use of care home to 7 flats,local-authority-eng:GAT,not owned by a public authority,2018-04-18,,permissioned,full planning permission,POINT(-1.583075 54.919839),HLB19,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2018-12-21
"Sentinal Sheds, Blaydon",,,2019-12-31,,0.1,13,12,DC/18/00846/OUT. Building of up to 3 storeys for up to 12 dwellings,local-authority-eng:GAT,not owned by a public authority,2018-11-01,,permissioned,outline planning permission,POINT(-1.568812 54.926866),HLB20,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2018-12-21
