site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Land at Felixstowe Sunday Market site Sea Road,yes,,2017-12-01,,0.58,0,0,Erection of building containing 48 flats over ground floor commercial units. Erection of 11 houses (includes new private access road parking and external works).,local-authority-eng:SUF,not owned by a public authority,,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,POINT(1.337876 51.952098),SCDC001,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Old Station Works Westerfield Road Westerfield Ipswich IP6 9AB,yes,,2017-12-01,,3.65,0,0,"Outline permission for the redevelopment of the site for a mixed use scheme comprising 1,120 sqm of office floorspace 35 dwellings (12 affordable) 160sqm community floorspace publicly accessible open space and associated works.",local-authority-eng:SUF,not owned by a public authority,2016-11-04,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,outline planning permission,POINT(1.169579 52.082148),SCDC002,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Street Farm The Street Witnesham Ipswich IP6 9HG,yes,,2017-12-01,,0.71,0,0,,local-authority-eng:SUF,not owned by a public authority,,,not permissioned,,POINT(1.187713 52.10552),SCDC003,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Penfold Road Felixstowe Suffolk IP11 7BP,yes,,2017-12-01,,0.12,0,0,Demolition of existing building and construction of 5 dwellings with access and garaging (Outline),local-authority-eng:SUF,not owned by a public authority,2014-12-05,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NDR31EQXK7I00,permissioned,outline planning permission,POINT(1.351361 51.965035),SCDC005,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
38-40 Victoria Street Felixstowe Suffolk IP11 7EW,yes,,2017-12-01,,0.08,0,0,Conversion of redundant buildings to new dwellings erection of new flat to site frontage and erection of car ports and associated car parking,local-authority-eng:SUF,not owned by a public authority,2016-03-12,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NIXVW0QXFHV00,permissioned,full planning permission,POINT(1.35275 51.962774),SCDC006,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Land At Junction With Garrison Lane And High Road West Felixstowe Suffolk,yes,,2017-12-01,,0.16,0,0,Built part of site only included; permitted area includes some greenfield land. Residential development of ten units alterations to existing vehicular access associated external works and parking.,local-authority-eng:SUF,not owned by a public authority,2016-11-17,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,outline planning permission,POINT(1.346948 51.967572),SCDC008,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Conrad House 38 Fore Street Framlingham Woodbridge Suffolk IP13 9DF,yes,,2017-12-01,,0.1,0,0,Demolition of side and front extension and outbuilding. Erection of side and rear extension to provide C3 residential accommodation. Subdivision of first floor to provide additional residential unit. Change of use ground floor B1 office to C3 residential,local-authority-eng:SUF,not owned by a public authority,2017-02-08,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(1.348407 52.221677),SCDC011,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Glebe House Residential Home Rectory Road Hollesley Suffolk IP12 3JS,yes,,2017-12-01,,0.97,0,0,Proposed erection of 9 dwellings; Change of use of managers accommodation to a single dwelling and creation of new access to Glebe House Residential Home.,local-authority-eng:SUF,not owned by a public authority,2016-07-26,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,POINT(1.437237 52.051255),SCDC012,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Hillview Church Road Otley Suffolk IP6 9NP,yes,,2017-12-01,,2.14,0,0,Approval of Reserved Matters of DC/13/3229/OUT - Outline planning permission for redevelopment of site to include up to 35 dwellings up to 900 square metres of B1 Commercial space landscaping and access roads. Existing buildings to be demolished.,local-authority-eng:SUF,not owned by a public authority,2016-08-05,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,reserved matters approval,POINT(1.218379 52.150628),SCDC015,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
Former County Primary School Fairfield Road Saxmundham Suffolk,yes,,2017-12-01,,0.59,0,0,Reserved matters (layout appearance scale and landscaping) for 16 dwellings.,local-authority-eng:SUF,owned by a public authority,2016-07-01,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2QRTHQXI6K00,permissioned,reserved matters approval,POINT(1.486426 52.216509),SCDC016,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,2017-12-01
