site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Old Hall Caravan Park, Langthorpe",yes,,2017-10-04,,3.02,67,67,Proposed to be included as housing allocation in Publication Local Plan (publication expected January 2018). Erection of a minimum of 67 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR1,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR1,2017-10-04
"Land at the Bungalow, Boroughbridge",yes,,2017-10-04,,0.33,10,10,Proposed to be included as housing allocation in Publication Local Plan (publication expected January 2018). Erection of a minimum of 10 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR2,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR2,2017-10-04
"Land north of Milby Cut, Boroughbridge",,,2017-10-04,,5.54,166,166,Erection of a minimum of 166 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR3,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR3,2017-10-04
"Riverside Sawmills, Valuation Lane, Boroughbridge",yes,,2017-10-04,,4.4,85,85,"Demolition of buildings and erection of 84 dwellings with garaging, conversion of barn to form 1 dwelling and formation of new vehicle accesses and associated landscaping.",local-authority-eng:HAG,not owned by a public authority,2016-01-19,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NDSYHZHY64000,permissioned,full planning permission,BR4,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR4,2017-10-04
"Alfred Hymas site, 1 Copgrove Road, Burton Leonard",,,2017-10-04,,1.12,23,23,"Current planning application is for full planning permission, proposed to be included as housing allocation in Publication Local Plan (publication expected January 2018).. Erection of 23 houses",local-authority-eng:HAG,not owned by a public authority,,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OKYQOBHYKRX00,pending decision,,BR5,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR5,2017-10-04
"Nidd Valley Saw Mills, Dacre Banks",,,2017-10-04,,1.44,43,43,Erection of a minimum of 43 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR6,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR6,2017-10-04
"Topseal Systems, Hookstone Chase Industrial Estate, 108 Hookstone Chase, Harrogate",yes,,2017-10-04,,0.25,9,9,Current planning application is for outline permission. Demolition of Existing B Class premises and residential development of 9 dwellings,local-authority-eng:HAG,not owned by a public authority,,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OHD3Y2HYKAG00,pending decision,,BR7,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR7,2017-10-04
"Heath Lodge Care Home, Harrogate",yes,,2017-10-04,,0.38,11,11,Proposed to be included as housing allocation in Publication Local Plan (publication expected January 2018).. Erection of a minimum of 11 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR8,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR8,2017-10-04
"Greenfield Court, 42 Wetherby Road, Harrogate",yes,,2017-10-04,,0.95,25,25,Proposed to be included as housing allocation in Publication Local Plan (publication expected January 2018).. Erection of a minimum of 25 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR9,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR9,2017-10-04
"Land adjacent to Prince of Wales Mansions, Harrogate",,,2017-10-04,,0.25,7,7,Erection of a minimum of 7 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR10,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR10,2017-10-04
"Former Police Training Centre, Yew Tree Lane, Harrogate",yes,,2017-12-12,,3.82,163,163,"Landowner - Home Office, current planning application is for full permission.. Conversion of North Lodge, Headmasters House, Kensington House and Library to form 14 dwellings and erection of 149 dwellings.",local-authority-eng:HAG,owned by a public authority,,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N94FU1HY64000,pending decision,,BR11,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR11,2017-10-04
"Land at Station Parade, Harrogate",,,2017-10-04,,0.48,50,50,Proposed to be included as mixed use allocation in Publication Local Plan (publication expected January 2018). Erection of a minimum of 50 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR12,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR12,2017-10-04
"Grove Park Centre, Harrogate",,,2017-10-04,,0.31,9,9,Erection of a minimum of 9 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR13,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR13,2017-10-04
"Former Yorkshire Water treatment works, Harlow Hill, Otley Road, Harrogate",yes,,2017-10-04,,0.52,9,9,"Pending decision on reserved matters application 17/02476. Erection of a of 9 dwellings, associated parking and boundary treatments.",local-authority-eng:HAG,not owned by a public authority,2016-07-07,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OR2RJLHYLQV00,permissioned,outline planning permission,BR14,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR14,2017-10-04
"BT Training Centre, St Georges Walk, Harrogate",yes,,2017-10-04,,3.42,88,88,Proposed to be included as housing allocation in Publication Local Plan (publication expected January 2018). Demolition of existing buildings and erection of 88 dwellings,local-authority-eng:HAG,,2017-07-13,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZ6XKBHY0B000,permissioned,outline planning permission,BR15,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR15,2017-10-04
"Dragon Road car park, Harrogate",,,2017-10-04,,0.8,38,38,"Landowner - Harrogate Borough Council, proposed to be included as mixed use allocation in Publication Local Plan (publication expected January 2018).. Erection of minimum of 38 dwellings",local-authority-eng:HAG,owned by a public authority,,,Not permissioned,,BR16,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR16,2017-10-04
"Harlow Nurseries, Harrogate",,,2017-10-04,,2.32,40,40,"Landowner - Harrogate Borough Council, proposed to be included as mixed use allocation in Publication Local Plan (publication expected January 2018).. Erection of minimum of 40 dwellings",local-authority-eng:HAG,owned by a public authority,,,Not permissioned,,BR17,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR17,2017-10-04
"Land South Of Moor Lane, Hunsingore",yes,,2017-10-04,,0.76,17,17,Only part of site has planning permission for 10 dwellings. Demolition existing buildings and erect 10 dwellings,local-authority-eng:HAG,not owned by a public authority,2016-03-02,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NQK7XAHYGOL00,permissioned,full planning permission,BR18,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR18,2017-10-04
"Trelleborg Factory, Halfpenny Lane, Knaresborough",,,2017-10-04,,0.99,29,29,Erection of minimum of 29 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR19,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR19,2017-10-04
"Former Cattle Market, Knaresborough",yes,,2017-10-04,,0.32,12,12,Proposed to be included as housing allocation in Publication Local Plan (publication expected January 2018). Erection of minimum of 12 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR20,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR20,2017-10-04
"Former Abattoir, Ings Road, Knaresborough",,,2017-10-04,,0.2,6,6,Demolition of existing abattoir and the erection of 9 new dwellings,local-authority-eng:HAG,not owned by a public authority,2017-04-06,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OCPU05HYJLY00,permissioned,full planning permission,BR21,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR21,2017-10-04
"Victoria Cottage and Coal Yard, Thistle Hill, Knaresborough",,,2017-10-04,,0.39,8,8,Erection of minimum of 8 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR22,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR22,2017-10-04
"Former service station, Kirk Deighton",,,2017-10-04,,0.39,11,11,Erection of minimum of 11 dwellings,local-authority-eng:HAG,not owned by a public authority,,,Not permissioned,,BR23,http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR23,2017-10-04
