site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Charlton Hayes Northfield Patchway BS34 5AG,yes,,2018-12-31,,1.19,56,56,Erection of 56 dwellings Figure shows remaining homes (Net) to be completed. Permission Lapsed 2018,local-authority-eng:SGC,not owned by a public authority,2014-05-22,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MW3V4UOK7T000,permissioned,reserved matters approval,POINT(-2.57844 51.529038),4,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MW3V4UOK7T000,2016-06-30
Charlton Hayes Northfield Patchway,yes,,2018-12-31,,2.33,32,32,Erection of 205 dwellings Figure shows remaining homes (Net) to be completed. 50 units completed at 17/18 Residential Land Survey. 95 units completed at 18/19 Residential Land Survey.,local-authority-eng:SGC,not owned by a public authority,2016-05-27,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2QE7FOKHFS00,permissioned,reserved matters approval,POINT(-2.580488 51.527913),7,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2QE7FOKHFS00,2016-06-30
Former Douglas Motorcycle Works Douglas Road Kingswood BS15 8NL,yes,,2018-12-31,,4.81,296,296,Demolition of existing buildings on site and redevelopment of the land for housing. 18 units completed at 17/18 Residential Land Survey. 20 units completed at 18/19 Residential Land Survey.,local-authority-eng:SGC,not owned by a public authority,2014-12-18,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,permissioned,full planning permission,POINT(-2.510444 51.457007),13,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,2016-06-30
Cedar Lodge Charlton Common Brentry BS10 6LB,yes,,2018-12-31,,0.32,13,13,Erection of 13 dwellings. Outline Application PT13/0404/O. 0 units completed at 18/19 Residential Land Survey.,local-authority-eng:SGC,not owned by a public authority,2017-07-03,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHUH58OK7T000,permissioned,reserved matters approval,POINT(-2.595451 51.516877),23,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OI9T3AOKJEG00,2016-06-30
Eastwood Park Training and Conference Centre Falfield GL12 8DA,yes,,2018-12-31,,2.08,10,10,Erection of 20 dwellings Figure shows remaining homes (Net) to be completed. 0 units completed at 18/19 Residential Land Survey.,local-authority-eng:SGC,not owned by a public authority,2012-11-21,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MD4KKMOK7T000,permissioned,outline planning permission,POINT(-2.472101 51.629561),24,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MD4KKMOK7T000,2016-06-30
3 Alexandra Way Thornbury BS35 1LA,yes,,2018-12-31,,0.94,30,30,Demolition of existing buildings and the erection of up to 30 homes. Permission Lapsed 2018,local-authority-eng:SGC,not owned by a public authority,2014-08-29,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MJK626OK7T000,permissioned,outline planning permission,POINT(-2.524242 51.617148),25,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MJK626OK7T000,2016-06-30
Concrete Batching Plant Quarry Road Chipping Sodbury BS37 6AY,yes,,2018-12-31,,0.5,9,9,Erection of 11 dwellings. 3 units completed at 18/19 Residential Land Survey.,local-authority-eng:SGC,not owned by a public authority,2015-12-04,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MNPA4GOK7T000,permissioned,full planning permission,POINT(-2.400336 51.540337),30,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NPQHUUOKHVW00,2016-06-30
10 Algars Drive Iron Acton BS37 9UT,yes,01/04/2019,2018-12-31,,0.15,0,0,Erection of 14 dwellings Figure shows remaining homes (Net) to be completed. 8 units completed at 17/18 Residential Land Survey. 6 units completed at 18/19 Residential Land Survey. Site COMPLETE.,local-authority-eng:SGC,not owned by a public authority,2015-03-10,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NGZG7OOK7T000,permissioned,full planning permission,POINT(-2.459746 51.546422),33,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG7OOK7T000,2016-06-30
38 Nibley Lane Iron Acton BS37 9UP,yes,01/04/2019,2018-12-31,,0.3,0,0,Demolition of existing dwellings and garages to facilitate erection of 13 dwellings Figure shows remaining homes (Net) to be completed. 13 units completed at 18/19 Residential Land Survey. Site COMPLETE.,local-authority-eng:SGC,not owned by a public authority,2015-03-10,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NGZG9FOK7T000,permissioned,full planning permission,POINT(-2.458198 51.547354),34,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG9FOK7T000,2016-06-30
Area H24 And LC3 Northfield Patchway BS34 5DJ,yes,,2018-12-31,,0.46,29,29,"Erection of 4no. dwellings and a standalone 40 bed care home together with access, parking and associated works (amendment to previously approved scheme PT14/0760/F). 0 units completed at 18/19 Residential Land Survey. Previously PT14/0760/F.",local-authority-eng:SGC,not owned by a public authority,2014-07-01,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N1PU68OK7T000,permissioned,full planning permission,POINT(-2.583198 51.522315),39,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OZXGRUOKLU400,2016-06-30
Golden Valley Mill Bath Road Bitton BS30 6HJ,yes,,2018-12-31,,7.42,60,60,Mixed use development on 7.4 hectares of land comprising up to 115 dwellings. Change of use of the Gatehouse to commercial use (Use Class B1); change of use of existing 'canteen' building to commercial and community uses (Use Classes B1/D1); engineering works to raise the raise the existing ground levels; associated landscaping and the retention of Ash House and Heather House in residential use (Use Class C3). 53 units completed at 18/19 Residential Land Survey.,local-authority-eng:SGC,not owned by a public authority,2016-10-18,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJK1RCOK7T000,permissioned,full planning permission,POINT(-2.458891 51.425606),45,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NJK1RCOK7T000,2016-06-30
