site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Land at Wolfreton Upper School,yes,,2018-03-31,,8.6,207,207,16/04252/REG4 - approximately 2.5ha is brownfield,local-authority-eng:ERY,owned by a public authority,2017-04-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/04252/REG4,permissioned,outline planning permission,POINT(-0.445073 53.747617),55,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/04252/REG4,2016-07-12
Bridgeview School Hessle,yes,,2018-03-31,,1.35,26,26,17/03791/REM,local-authority-eng:ERY,owned by a public authority,2018-03-08,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/03791/REM,permissioned,reserved matters approval,POINT(-0.443386 53.722677),56,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/03791/REM,2016-07-12
South of Lord Roberts Road,yes,,2018-03-31,,1,16,16,BEV-N,local-authority-eng:ERY,owned by a public authority,,,not permissioned,,POINT(-0.425809 53.83986),59,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12
Land at Burlington Centre/Priory View,yes,,2018-03-31,,1.56,49,49,BRID-D,local-authority-eng:ERY,owned by a public authority,,,not permissioned,,POINT(-0.2029 54.095766),65,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12
Land off Grange Road,,,2018-03-31,,3.04,91,91,GOO-F,local-authority-eng:ERY,mixed ownership,,,not permissioned,,POINT(-0.883287 53.700998),66,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12
"Ted Nicholson (Garages) Ltd, Bridlington Road",yes,,2018-03-31,,0.21,9,9,16/00139/PLF,local-authority-eng:ERY,not owned by a public authority,2016-05-15,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/00139/PLF,permissioned,full planning permission,POINT(-0.426658 54.010479),70,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/00139/PLF,2016-07-12
4 And 6 Londesborough Road,yes,,2018-03-31,,2.74,10,10,15/01862/PLF,local-authority-eng:ERY,not owned by a public authority,2016-01-11,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01862/PLF,permissioned,full planning permission,POINT(-0.665737 53.865894),71,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01862/PLF,2016-07-12
Springfield Avenue,yes,,2018-03-31,,0.32,11,11,BF85,local-authority-eng:ERY,owned by a public authority,,,not permissioned,,POINT(-0.193798 54.083988),85,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12
Hilderthorpe Road,yes,,2018-03-31,,0.58,11,11,BF86,local-authority-eng:ERY,owned by a public authority,,,not permissioned,,POINT(-0.192691 54.082957),86,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12
Land South of Holme Church Lane,yes,,2018-03-31,,0.52,16,16,BEV-F,local-authority-eng:ERY,not owned by a public authority,,,not permissioned,,POINT(-0.409113 53.840743),90,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2016-07-12
