site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Adderley Place,,,2017-11-30,,1.3,48,48,,local-authority-eng:HIG,,,,not permissioned,,POINT(-1.97238 53.443918),G32,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Birch Vale Industrial Estate,,,2017-11-30,,4.4,100,100,,local-authority-eng:HIG,,,,not permissioned,,POINT(-2.436789 52.0386),BV002,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Bridge Mills,yes,,2017-11-30,,3.84,165,165,,local-authority-eng:HIG,,,,permissioned,full planning permission,POINT(-1.972198 53.469005),TI001,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
"Britannia Mills, Buxworth",,,2017-11-30,,1.4,50,50,,local-authority-eng:HIG,,,,not permissioned,,POINT(-1.975947 53.337548),BW004,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
"Charlestown Works, Glossop",yes,,2017-11-30,,3.39,100,100,,local-authority-eng:HIG,,,,permissioned,other,POINT(-1.94987 53.433197),GL043,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
FORGE WORKS,yes,,2017-11-30,,7.44,182,182,,local-authority-eng:HIG,,,,permissioned,full planning permission,POINT(-1.934561 53.335987),CI001,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Former Campus,,,2017-11-30,,4.65,155,155,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,POINT(-1.900778 53.235712),BX055,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Former railway muesum,,,2017-11-30,,3.9,89,89,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,POINT(-1.969877 53.448655),GL070,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
HARDWICK SQUARE SOUTH,,,2017-11-30,,0.47,30,30,,local-authority-eng:HIG,,,,permissioned,,POINT(-1.912798 53.256063),BX057,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
"Hawkeshead Mill, Hope Street",,,2017-11-30,,0.8,18,18,,local-authority-eng:HIG,,,,not permissioned,,POINT(-1.936131 53.451509),GL056,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Hogshaw,,,2017-11-30,,11.7,68,68,,local-authority-eng:HIG,,,,not permissioned,,POINT(-1.909243 53.264474),B3,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Holehouse Mill MARPLE ROAD,yes,,2017-11-30,,1.7,22,22,,local-authority-eng:HIG,,,,permissioned,outline planning permission,POINT(-2.002625 53.427113),CS001,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
LEEK ROAD,yes,,2017-11-30,,0.79,8,8,,local-authority-eng:HIG,,,,permissioned,full planning permission,POINT(-1.936457 53.252069),BX115,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Market Street Depot,,,2017-11-30,,0.8,24,24,,local-authority-eng:HIG,owned by a public authority,,,not permissioned,,POINT(-2.00229 53.367456),BX051,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
"Newtown Industrial Area, New Mills",,,2017-11-30,,2.99,15,15,,local-authority-eng:HIG,,,,not permissioned,,POINT(-2.005791 53.359267),NM041,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
OLD RAIL SIDINGS GLOSSOP ROAD GLOSSOP GAMESLEY (sanas romeo),yes,,2017-11-30,,4.42,93,93,,local-authority-eng:HIG,,,,permissioned,full planning permission,POINT(-1.982211 53.444154),GA001,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
"Paradise Street, Hadfield",,,2017-11-30,,0.35,28,28,,local-authority-eng:HIG,owned by a public authority,,,permissioned,,POINT(-1.971554 53.462893),HD012,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Roebuck Place,yes,,2017-11-30,,0.3,14,14,,local-authority-eng:HIG,not owned by a public authority,,,permissioned,full planning permission,POINT(-1.916834 53.323769),CH012,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
"Salem Mill, New Mills",yes,,2017-11-30,,0.27,15,15,,local-authority-eng:HIG,,,,permissioned,full planning permission,POINT(-1.997977 53.369973),NM001,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Station Road,,,2017-11-30,,0.62,30,30,,local-authority-eng:HIG,,,,not permissioned,,POINT(-2.005115 53.361146),B31,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
"Woodside Street, New Mills",,,2017-11-30,,0.6,25,25,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,POINT(-2.004874 53.361119),NM034,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2017-11-30
Ellison Street Glossop,yes,,2018-11-30,,0.43,22,22,,local-authority-eng:HIG,,,,permissioned,full planning permission,POINT(-1.948202 53.443524),GL091,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2018-11-30
Queens Arms Hotel Church Road New Mills,yes,,2018-11-30,,0.08,9,9,,local-authority-eng:HIG,,,,permissioned,full planning permission,POINT(-2.000111 53.363411),NM058,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2018-11-30
Gisbourne Road/ Old Road Whaley Bridge,yes,,2018-11-30,,0.13,6,6,,local-authority-eng:HIG,,,,permissioned,outline planning permission,POINT(-1.983956 53.326287),WB033,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,2018-11-30
