site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Forensic Science Laboratory, Hinchingbrooke Park, Hinchingbrooke Park Road, Huntingdon PE29 6NU",yes,,2017-12-20,,2.7,103,103,17/01597/FUL approved November 2017. Demolition of the former science laboratory and erection of 103 residential dwellings and associated infrastructure. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432198791358#s1432198791358,local-authority-eng:HUN,not owned by a public authority,2017-11-08,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=OTNLYCIKG4I00&activeTab=summary,permissioned,full planning permission,HDCBLR01,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=OTNLYCIKG4I00&activeTab=summary,2017-12-20
"Land At And Including British Gas Plc, Mill Common, Huntingdon",yes,,2017-12-20,,0.6,11,11,16/02093/FUL submitted October 2016. Residential development for 11 dwellings and creation of access. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432199916927#s1432199916927,local-authority-eng:HUN,not owned by a public authority,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,HDCBLR02,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-20
"Land Adjacent And Including 2 Cromwell Road, Eynesbury",yes,,2017-12-20,,2.6,80,80,Draft allocation in Local Plan to 2036. Residential development. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1435050323013#s1435050323013,local-authority-eng:HUN,not owned by a public authority,,,not permissioned,,HDCBLR03,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1435050323013#s1435050323013,2017-12-20
"Car Park, Cromwell Road, Eynesbury",yes,,2017-12-20,,0.6,21,21,0901288OUT submitted October 2009. Pending completion of S106 agreement.. Outline application for residential development of up to 21 dwellings. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1435050323015#s1435050323015,local-authority-eng:HUN,not owned by a public authority,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,HDCBLR04,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-20
"Former Car Showroom, London Road, St Ives, PE27 5EZ",yes,,2017-12-20,,1.4,50,50,Draft allocation in Local Plan to 2036. Residential development. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1430127365895#s1430127365895,local-authority-eng:HUN,not owned by a public authority,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,not permissioned,,HDCBLR05,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-20
"94 Great Whyte, Ramsey, Huntingdon, PE26 1HR",yes,,2017-12-20,,0.7,32,32,"15/02384/FUL submitted December 2015. Change of use of land, demolition of existing warehouse/store buildings and portable cabin. Construction of a housing development consisting of 32 dwellings with associated vehicular/pedestrian access and landscaping.. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432202757731#s1432202757731",local-authority-eng:HUN,not owned by a public authority,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,HDCBLR06,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-20
"Land At And Including 46 Whytefield Road, Ramsey",yes,,2017-12-20,,0.9,40,40,Allocated for housing in Local Plan Alteration 2002. Draft allocation in Local Plan to 2036. Residential development.. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432202623157#s1432202623157,local-authority-eng:HUN,not owned by a public authority,,,not permissioned,,HDCBLR07,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432202623157#s1432202623157,2017-12-20
"Former RAF Upwood and Upwood Hill House, Bury Road, Ramsey",yes,,2017-12-20,,25,160,160,"1201274OUT approved June 2017. Selective demolition and clearance of existing (former defence) buildings, environmental remediation and the carrying out of employment-led mixed use development comprising about 2 hectares of employment (Use Class Order B1 uses) (including the conversion and change of use of some buildings) and residential (not more than 160 dwellings) development, together with the provision of infrastructure and the laying out of ancillary open space. (Phased Development). http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432202922047#s1432202922047",local-authority-eng:HUN,not owned by a public authority,2017-06-07,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,outline planning permission,HDCBLR08,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-20
"Clinic, RAF Upwood, Upwood Road, Bury",yes,,2017-12-20,,2,60,60,15/00029/FUL approved December 2015. Development of 60 houses following demolition of former USAF clinic building. https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=NHYSB8IKMNQ00&activeTab=summary,local-authority-eng:HUN,not owned by a public authority,2015-12-23,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=NHYSB8IKMNQ00&activeTab=summary,permissioned,full planning permission,HDCBLR09,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=NHYSB8IKMNQ00&activeTab=summary,2017-12-20
"Land Adjacent St Marys Road Industrial Estate, St Marys Road, Ramsey",yes,,2017-12-20,,1.7,52,52,"16/00311/FUL submitted February 2016. Change of use. Construction of 52 dwellings and associated infrastructure, landscaping and parking.. http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1430127377882#s1430127377882",local-authority-eng:HUN,not owned by a public authority,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,HDCBLR10,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,2017-12-20
