site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Maybrook House, 97 Godstone Road, Caterham, CR3 6RE",yes,,2017-10-23,,0.33,26,26,"Change of use from existing Class B1(a) (office) to Class C3 (dwelling), to provide 37 1xbed and 2xbed flats.. http://www.cartogold.co.uk/tandridgelocalplan/",local-authority-eng:TAN,not owned by a public authority,2017-04-28,,permissioned,other,CAT 041,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"Land at Fern Towers, Harestone Hill, Caterham, CR3 6SL",yes,,2017-10-23,,0.18,6,6,http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,owned by a public authority,,,Not permissioned,,CAT 044,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"Hallmark House, 2 Timber Hill Road, Caterham, CR3 6LD",yes,,2017-10-23,,0.0166,6,6,http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,not owned by a public authority,,,Not permissioned,,CAT 079,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"Former Coulsdon Lodge, Coulsdon Road, Caterham, CR3 5NE",yes,,2017-10-23,,0.39,15,15,http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,not owned by a public authority,,,Not permissioned,,CAT 081,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"William Way Builders Merchants, 38-42 High Street, Godstone, RH9 8LW",yes,,2017-10-23,,0.23,10,10,http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,not owned by a public authority,,,Not permissioned,,GOD 021,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"Oxted Gas Holder, Nursery Way, Station Road East, Oxted, RH8 0BE",yes,,2017-10-23,,0.91,60,60,"Demolition of gasholder. Erection of 77 apartments together with the provision of enhanced access route, landscaping and associated car parking.. http://www.cartogold.co.uk/tandridgelocalplan/",local-authority-eng:TAN,not owned by a public authority,,,pending decision,other,OXT 016,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"Council Depot, Warren Lane, Hurst Green, Oxted, RH8 9DB",yes,,2017-10-23,,1.21,50,50,http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,owned by a public authority,,,Not permissioned,,OXT 067,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"Park Chesterfield, Chapel Road, Smallfield, RH6 9NW",yes,,2017-10-23,,0.54,15,15,http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,not owned by a public authority,,,Not permissioned,,SMA 015,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"Amenity land at Edgeworth Close, Whyteleafe",yes,,2017-10-23,,0.16,6,6,http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,owned by a public authority,,,Not permissioned,,WAR 016,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
"12-18 Southview Road, Warlingham CR6 9JE",yes,,2017-10-23,,0.95,1,1,Demolition of existing dwellings. Erection of 5 dwellings. http://www.cartogold.co.uk/tandridgelocalplan/,local-authority-eng:TAN,not owned by a public authority,2015-02-02,,permissioned,full planning permission,2015/655,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2017-10-23
