site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Caxton Road, Frome",yes,,2017-12-20,,3.6,160,160,Planning ref 2015/1392/OTS. Redevelopment of former print works to accommodate 160 dwellings.. http://www.londonandcounty.co.uk/projects_slough.htm,local-authority-eng:MEN,not owned by a public authority,2016-09-28,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQ2ZRUKPGXC00,permissioned,outline planning permission,FRO058,http://www.mendip.gov.uk/land,2017-12-20
"Locks Hill Works, 49-51 Locks Hill, Frome",yes,,2017-12-20,,0.25,7,7,Demolition of workshops to form 7 dwellings.,local-authority-eng:MEN,not owned by a public authority,2015-03-03,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQ2ZRUKPGXC00,permissioned,reserved matters approval,FRO048,http://www.mendip.gov.uk/land,2017-12-20
"Land off Garsdale, Saxonvale, Frome",yes,,2017-12-20,,1.6,60,60,Site allocated on in adopted Plan and emerging site allocations Plan Part of a wider town centre regeneration area adajcent to land promoted for commercial-led redevelopment. Council is seeking a comprehensive developement solution. This site includes a 0.25 hectare piece of land in the north-east corner that does not have planning permission.. Demolition of existing building and development of up to 60 dwellings.. http://terramond.co.uk/current-garsdale.shtml,local-authority-eng:MEN,not owned by a public authority,2016-09-23,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N7F8FLKP2G000,permissioned,outline planning permission,FRO009df,http://www.mendip.gov.uk/land,2017-12-20
"John Snelgrove Limited, Victoria Road, Frome",yes,,2017-12-20,,0.3,9,9,"Redevelopment of transport depot to accommodate 9 dwellings (consisting of 2 four bedroom detached dwellings, and 2 three bedroom and 5 two bedroom houses arranged in two terraces).",local-authority-eng:MEN,not owned by a public authority,2016-12-08,,permissioned,full planning permission,FRO221,http://www.mendip.gov.uk/land,2017-12-20
"Mendip Lodge Hotel, Bath Road, Frome",yes,,2017-12-20,,0.68,7,7,"Planning Ref 2016/1593/FUL. Development of 4 three bedroom dwellings, 2 two bedroom dwellings and 1 four bedroom dwelling. The site is currently vacant as the previous building (a hotel) was demolished.",local-authority-eng:MEN,not owned by a public authority,2016-12-02,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O94N47KPL3K00,permissioned,full planning permission,FRO222,http://www.mendip.gov.uk/land,2017-12-20
"Land at Vallis Road, Frome",yes,,2017-12-20,,1.55,64,64,Planning Ref 2016/1025/FUL. A mixed use development consisting of 64 dwellings on a site that has been cleared of rubble and debris.. http://vallispark.co.uk/,local-authority-eng:MEN,not owned by a public authority,2017-08-31,http://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O66H70KPKG500,permissioned,outline planning permission,FRO015,http://www.mendip.gov.uk/land,2017-12-20
"Eastgate Buildings, Christchurch Street East, Frome",yes,,2017-12-20,,0.32,10,10,Planning Ref 2015/1944/REM. 10 three bedroom dwellings.,local-authority-eng:MEN,not owned by a public authority,2016-04-28,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NT2EEJKPHM200,permissioned,reserved matters approval,FRO204,http://www.mendip.gov.uk/land,2017-12-20
"25 Christchurch Street West, Frome",yes,,2017-12-20,,0.17,10,10,"Demolition of single storey buildings, conversion of a listed building to 2 dwellings (2 and 3 bed) and the erection of a courtyard group of 8 three bedroom dwellings.",local-authority-eng:MEN,not owned by a public authority,2015-06-16,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZOYKPXU761,permissioned,full planning permission,FRO031,http://www.mendip.gov.uk/land,2017-12-20
"TMH Commercials, 157a The Butts, Frome",yes,,2017-12-20,,0.12,5,5,Demolition of existing buildings on the site and construction of 5 dwellings (2 and 3 bed) with a shared parking area to the front.,local-authority-eng:MEN,not owned by a public authority,2015-05-01,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NCTIW1KP2G000,permissioned,full planning permission,FRO223,http://www.mendip.gov.uk/land,2017-12-20
"Glastonbury Highway Depot, Glastonbury",,,2017-12-20,,1.95,62,62,County Council depot site - would need to relocate. Housing site allocated in draft Local Plan Part 2 (site allocations document).,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,GLAS001,http://www.mendip.gov.uk/land,2017-12-20
"Avalon Motors, Wells Road, Glastonbury",,,2017-12-20,,0.15,5,5,Garage - alternative site has consent. Housing site allocated in draft Local Plan Part 2 (site allocations document).,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,GLAS001a,http://www.mendip.gov.uk/land,2017-12-20
"Garage site, Frogmore, Street Road, Glastonbury",,,2017-12-20,,0.14,25,25,Car wash with expired permission for housing. Allocated in draft Local Plan Part 2 (site allocations document).,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,GLAS027,http://www.mendip.gov.uk/land,2017-12-20
"Lintells Garage, Wells Road, Glastonbury",,,2017-12-20,,0.08,8,8,Site allocated for housing in draft Local Plan Part 2 (site allocations document).,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,GLAS055,http://www.mendip.gov.uk/land,2017-12-20
"Cranhill House, Cranhill Road, Street",,,2017-12-20,,0.12,10,10,Expired permission for conversion to housing. Demolition of existing office building and construction of 10 flats.,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,STR139,http://www.mendip.gov.uk/land,2017-12-20
"68-70 High Street and 4 Farm Road, Street",yes,,2017-12-20,,0.01,5,5,Planning Ref 2017/1865/PAO. Change of use of offices to residential to form 5 flats.,local-authority-eng:MEN,not owned by a public authority,2017-08-30,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OSPYYWKP03400,permissioned,full planning permission,STR140,http://www.mendip.gov.uk/land,2017-12-20
"Service yard off Church Lane and Peter Street, Shepton Mallet",yes,,2017-12-20,,0.06,6,6,Planning Ref 2014/1737/FULL. Construction of 6 flats in a commercial service yard.,local-authority-eng:MEN,not owned by a public authority,2015-02-02,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NAWWSHKP03400,permissioned,full planning permission,SHEP114,http://www.mendip.gov.uk/land,2017-12-20
Shepton Mallet Prison,yes,,2017-12-20,,0.94,146,146,2016/0509/FUL. Revsied application 2016/2485/FUL with additional parking is more likley to be implemented. Conversion of the former Shepton Mallet Prison to 146 residential units.. http://www.cityandcountry.co.uk/developments-coming-soon/1610-the-old-shepton-mallet-gaol/1610-the-old-shepton-mallet-gaol.aspx,local-authority-eng:MEN,not owned by a public authority,2017-07-14,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O3CVCHKPJQ300,permissioned,full planning permission,SHEP103,http://www.mendip.gov.uk/land,2017-12-20
"14/16 Commercial Road, Shepton Mallet",,,2017-12-20,,0.33,10,10,Expired permission for houses and flats for 12 dwellings,local-authority-eng:MEN,not owned by a public authority,,,not permissioned,,SHEP115,http://www.mendip.gov.uk/land,2017-12-20
