site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Former Bayer Cropscience Site,Cambridge Road, Hauxton, Cambridge, Cambridgeshire, CB22 5HT",yes,,2017-12-31,,7.24,201,201,"Approved 14/11/2014 | March 2018: 116 dwellings completed. 33 dwellings under construction, 52 dwellings where no construction had started | Allocated as Policy H/2 in the South Cambridgeshire Adopted Local Plan (September 2018). Phase 1 (201 dwellings)",local-authority-eng:SCA,,2014-11-13,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/1911/14/RM,permissioned,reserved matters approval,17SC0004a,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0004a,2017-12-31
"17-19, Bandon Road,Girton, Cambridgeshire, CB3 OLU",yes,,2017-12-31,,0.34,2,2,"Approved 12/07/2016 | Lapse date 11/07/2019. Demolition of 19 Bandon Road and erection of three dwellings, garaging with residential annexe above and associated works",local-authority-eng:SCA,,2016-07-12,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0849/16/FL,permissioned,full planning permission,17SC0005,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0005,2017-12-31
"Former CEMEX Cement Works, Barrington Cement Plant, Haslingfield Road, Barrington, Cambridge, Cambridgeshire, CB22 7RQ",yes,,2017-12-31,,31.63,220,220,"Approved 27/10/2016 | Planning Status: resolution to grant planning permission - planning committee in June 2015 gave officers delegated powers to approve the application subject to the prior completion of a s106 agreement. Outline application for the demolition of all existing buildings and structures, and redevelopment to provide up to 220 residential units, formal and informal open space including allotments, car parking for Barrington Primary School, new pedestrian and cycle links to Barrington village and Foxton Station, and associated works - details of vehicular site access arrangements are submitted for approval, with all other matters (layout, scale, appearance and landscaping) reserved for future approval.",local-authority-eng:SCA,,2016-10-27,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2365/14/OL,pending decision,outline planning permission,17SC0006,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0006,2017-12-31
"Ida Darwin Hospital, Fulbourn Old Drift, FULBOURN, CB21 5EE",yes,,2017-12-31,,13.38,203,203,"Outline planning application for up to 203 dwellings including affordable housing and land for community provision with access and associated works, open space and landscaping, following the demolition of existing buildings on site | Has Resolution to Grant subject to Section 106 | Allocated as Policy H/3 in the South Cambridgeshire Adopted Local Plan (September 2018). Outline planning application for up to 203 dwellings including affordable housing and land for community provision with access and associated works, open space and landscaping, following the demolition of existing buildings on site",local-authority-eng:SCA,,2017-02-28,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0670/17/OL,pending decision,outline planning permission,17SC0008a,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0008a,2017-12-31
"Northstowe, Longstanton Road, Cambridgeshire",yes,,2017-12-31,,176.5,3500,3500,"Phase 3 and later phases of Northstowe Major Development Site, Brownfield element | Estimate of capasity is on Phase 3a.. Ownership Status: partly public ownership | Planning History: Northstowe Joint Development Control Committee in July 2012 endorsed (with some revisions) the site wide masterplan (Development Framework Document) as a material consideration for all subsequent planning applications. | Outline planning permission granted in April 2014 for phase 1 comprising up to 1,500 dwellings, a primary school, a mixed-use local centre, leisure, community, residential institutions, cultural, health, and employment provision including a household recycling centre, recreational space and landscaped areas, and infrastructure works. | Northstowe Joint Development Control Committee in June 2015 resolved to grant outline planning permission for phase 2 (up to 3,500 dwellings, a secondary school, two primary schools, a town centre and sports hub), subject to the prior completion of a s106 agreement. The conditions and s106 agreement were agreed by the Joint Northstowe Development Control Committee in July 2015.",local-authority-eng:SCA,owned by a public authority,2007-07-19,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018/,not permissioned,other,17SC0009b,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0009b,2017-12-31
"Land to the East of B1050 and Longstanton, West of the Cambridgeshire Guided Busway (CGB) and North of Oakington",yes,,2017-12-31,,63.3,3500,3500,"Phase 2 of Northstowe Major Development Site, Brownfield element.. Development of Phase 2 of Northstowe with details of appearance, landscaping, layout, scale and access reserved (save for the matters submitted in respect of the Southern Access Road (West)) comprising: 1), construction haul route, engineering and infrastructure works; and 2) construction of a highway link (Southern Access Road (West)) between the proposed new town of Northstowe and the B1050, improvements to the B1050, and associated landscaping and drainage",local-authority-eng:SCA,,2017-01-08,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2011/14/OL,permissioned,outline planning permission,17SC0009a,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0009a,2017-12-31
"27, Cambridge Road, Little Abington, Cambridgeshire, CB21 6BL",yes,,2017-12-31,,0.48,2,2,"Approved 01/06/2016 | Lapse date 31/05/2019. Erection of a replacement passivhaus and two new passivhaus dwellings, following the demolition of the existing dwelling house",local-authority-eng:SCA,,2016-06-01,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0261/16/FL,permissioned,full planning permission,17SC0010,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0010,2017-12-31
"1, Horseheath Road, Linton, Cambridge, Cambridgeshire, CB21 4LU",yes,,2017-12-31,,0.29,6,6,Approved 30/11/2016 | Lapses 2 years from the date of Approval of the last Reserved Matters to be approved. Outline planning permission for demolition of the existing dwelling and erection of 7 dwellings all matters reserved except access,local-authority-eng:SCA,,2016-11-30,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0623/16/OL,permissioned,outline planning permission,17SC0011,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0011,2017-12-31
"15, Comberton Road, Barton, Cambridge, Cambridgeshire, CB23 7BA",yes,,2017-12-31,,0.27,2,2,"Approved 15/02/2016 | Lapses 2 years from the date of Approval of the last Reserved Matters to be approved. Outline Application - Demolition of existing house and construction of three dwellings with access (all other matters are to be reserved including apperance, landscaping, layout and scale)",local-authority-eng:SCA,,2016-02-15,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0844/15/OL,permissioned,outline planning permission,17SC0013,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0013,2017-12-31
"L Abri, Teversham Road, Fulbourn, Cambridge, Cambridgeshire, CB21 5EB",yes,,2017-12-31,,0.47,0,0,Approved 21/09/2016 | Lapse date 20/09/2019. Demolition of existing dwelling and attached accommodation and erection of replacement dwelling,local-authority-eng:SCA,,2016-09-21,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/1055/16/FL,permissioned,full planning permission,17SC0014,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0014,2017-12-31
"The Plant Depot, Church Farm, Gransden Road, Caxton, Cambridge, CB23 3PL",yes,,2017-12-31,,0.5,2,2,Approved 14/06/2016 | Lapse date 13/06/2019. Redevelopment of former plant depot to provide two linked detached houses,local-authority-eng:SCA,,2016-06-14,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/1389/15/FL,permissioned,full planning permission,17SC0016,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0016,2017-12-31
"44, Main Street, Hardwick, Cambridge, Cambridgeshire, CB23 7QS",yes,,2017-12-31,,0.41,1,1,Approved 19/02/2016 | Lapse date 18/02/2019. Extension to and change of use of existing self-catering holiday accommodation unit to residential dwelling with new cart lodge and alterations and extension to the existing dwelling,local-authority-eng:SCA,,2016-02-19,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2935/15/FL,permissioned,full planning permission,17SC0022,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0022,2017-12-31
"Woodstock, 63 , Fowlmere Road, Heydon, Cambridgeshire, SG8 8PZ ",yes,,2017-12-31,,0.4,1,1,"Approved 17/02/2017 | Lapse date 16/02/2020. Demolition of existing dwelling and construction of two detached dwellings, allocated garaging and access improvements",local-authority-eng:SCA,,2017-02-17,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/3025/16/FL,permissioned,full planning permission,17SC0023,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0023,2017-12-31
"Meadowside Lodge, Olmstead Green, Castle Camps, Cambridge, Cambridgeshire, CB21 4TW",yes,,2017-12-31,,0.26,0,0,Approved 02/11/2016 | Lapse date 01/11/2019. Erection of Dwelling following Demolition of Existing Bungalow,local-authority-eng:SCA,,2016-11-02,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/3092/15/FL,permissioned,full planning permission,17SC0024,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0024,2017-12-31
"Quy Water, Newmarket Road, Fen Ditton, Cambridge, Cambridgeshire, CB1 9AT ",yes,,2017-12-31,,0.47,0,0,Approved 16/02/2017 | Lapse date 15/02/2020. Replacement dwelling including excavation of ground floor basement level following demolition of existing four-bedroom detached dwellinghouse (Use Class C3).,local-authority-eng:SCA,,2017-02-16,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/3607/16/FL,permissioned,full planning permission,17SC0026,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0026,2017-12-31
"Cottenham Farm, Broad Lane, Cottenham, Cambs., CB24 8SW",yes,,2017-12-31,,0.82,0,0,Approved 22/09/2015 | Lapse date 21/09/2018. Replacement Dwelling,local-authority-eng:SCA,,2015-09-22,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/1578/15/FL,permissioned,full planning permission,17SC0027,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0027,2017-12-31
"Westfield Orchard,Ashwell Street, Melbourn, Cambridgeshire, SG8 0RS",yes,,2017-12-31,,1.26,0,0,"Approved 27/12/2016 | Lapse Date 26/12/2019 | Part of site which is both Greenfield and Brownfield, only Brownfield element recorded.. Removal of existing stables, storage and mobile home and erection of dwelling and detached garaging with associated drive hardstanding and security gate",local-authority-eng:SCA,,2016-12-27,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2972/16/FL,permissioned,full planning permission,17SC0029,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0029,2017-12-31
"Cambridge East, Land North of Newmarket Road, Newmarket Road, Cambridge",yes,,2017-12-31,,64.51,481,481,"Approved 30/11/2016 | Lapses 2 years from the date of Approval of the last Reserved Matters to be approved | Part of site of which part is Green Field, part Brownfield. Of the 1300 dwellings in total 481 only are in the brownfield | Allocated as Policy SS/3 in the South Cambridgeshire Adopted Local Plan (September 2018). Up to 1,300 homes, primary school, food store, community facilities, open spaces, landscaping and associated infrastructure and other development",local-authority-eng:SCA,,2016-11-30,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2682/13/OL,permissioned,outline planning permission,17SC0030,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0030,2017-12-31
"Land at Green End Industrial Estate, Green End, Gamlingay, Gamlingay, Cambridgeshire, SG19 3LX ",yes,,2017-12-31,,2.92,85,85,"Approved 07/12/2016 | Application for reserved matters shall be made before expiration of three years from the date of theis permission | Allocated as Policy H/1f in the South Cambridgeshire Adopted Local Plan (September 2018). Outline application for the demolition of existing industrial and office units and 5 dwellings and the erection of up to 90 dwellings, together with associated garaging, parking, public open space, landscaping, access, highways drainage and infrastructure works. All matters reserved except access",local-authority-eng:SCA,,2016-12-07,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2068/15/OL,permissioned,outline planning permission,17SC0031,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0031,2017-12-31
"Land to the side of Willow Tree House, Church Street, Little Gransden, Sandy, SG193DU",yes,,2018-12-31,,0.25,1,1,"Approval 13/04/2018 | Lapses 2 Years from the date of approval of the last Reserved Matters to be approved. Application for approval of reserved matters for access, appearance, landscaping, layout and scale following outline approval of S/3209/15/OL",local-authority-eng:SCA,,2018-04-13,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0138/18/RM,permissioned,reserved matters approval,18SC0001,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=18SC0001,2018-12-31
"The Bishops Site, Cambridge Road, IMPINGTON, CB24 9NU",yes,,2018-12-31,,0.23,35,35,"Approval 27/06/2018 | Lapse Date 26/06/2021. Erection of 35 one and two bed residential apartments (following demolition of existing buildings) together with partially below ground car parking, cycle provision, hard and soft landscape and associated infrastructure.",local-authority-eng:SCA,,2018-06-27,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0671/17/FL,permissioned,full planning permission,18SC0002,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=18SC0002,2018-12-31
"Former station site including derelict Histon & Impington Railway Station, 94-96 Station Road, Impington, Cambridge, CB24 9NP",yes,,2018-12-31,,0.17,12,12,"Approval 15/05/2018 | Lapse Date 14/05/2021. Restoration and redevelopment of the former station building with 2 apartments above; together with the erection of 10no. apartments, car and cycle parking, landscaping and associated infrastructure.",local-authority-eng:SCA,,2018-05-15,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0783/17/FL,permissioned,full planning permission,18SC0003,https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=18SC0003,2018-12-31
