site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Monk Bridge Road (3) LS6,yes,,2016-07-11,,0.51,9,9,,local-authority-eng:LDS,not owned by a public authority,,,not permissioned,,SHL00001,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00001,2016-07-11
Spenfield House Otley Road Headingley Leeds LS16 5,yes,,2016-07-11,,1.22,13,13,"Part demolition and conversion of Spenfield to create 6 apartments and studio flat together with construction of 7 terraced dwellings on car park to the rear with associated boundary treatments, landscaping and car parking.",local-authority-eng:LDS,not owned by a public authority,2017-04-19,,permissioned,full planning permission,SHL00004,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00004,2016-07-11
Scarcroft Lodge Wetherby Road Scarcroft Leeds,yes,,2017-12-19,,5.79,100,100,,local-authority-eng:LDS,not owned by a public authority,,,not permissioned,,SHL00006,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00006,2017-12-19
Land North Of Morrisons Swinnow Road Swinnow Leeds,yes,,2016-07-11,,0.69,25,25,Reserved Matters application for residential development of 25 dwellings,local-authority-eng:LDS,not owned by a public authority,2018-01-23,,permissioned,reserved matters approval,SHL00009,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00009,2016-07-11
Daytona Works Carlisle Road Pudsey Leeds LS28 8PL,yes,,2016-07-11,,0.53,18,18,Erection of 23 dwelling houses,local-authority-eng:LDS,not owned by a public authority,2012-06-01,,permissioned,full planning permission,SHL00011,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00011,2016-07-11
Riverside Mill Low Hall Road Horsforth Leeds LS19,yes,,2016-07-11,,7.86,85,85,"Reserved matters application for the erection of 120 dwellings, conversion of two buildings to form three dwellings, laying out of public open space and associated infrastructure",local-authority-eng:LDS,not owned by a public authority,2015-09-25,,permissioned,reserved matters approval,SHL00012,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00012,2016-07-11
Land At Vesper Road Kirkstall Leeds LS5 3NU,,,2016-07-11,,0.48,17,17,,local-authority-eng:LDS,not owned by a public authority,,,not permissioned,,SHL00013,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00013,2016-07-11
Moorfield Road / Tower Works,yes,,2016-07-11,,1.00,62,62,,local-authority-eng:LDS,not owned by a public authority,,,not permissioned,,SHL00014,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00014,2016-07-11
"South Park Mills, 15, 15a, 16 And 17, Acrivan Ltd, Fulneck",yes,,2016-07-11,,1.32,21,21,Outline application for residential development of up to 21 dwellings,local-authority-eng:LDS,not owned by a public authority,2017-01-20,,permissioned,outline planning permission,SHL00017,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00017,2016-07-11
Woodside Mill Low Lane Horsforth Leeds,yes,,2016-07-11,,1.30,59,59,,local-authority-eng:LDS,not owned by a public authority,,,not permissioned,,SHL00018,https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00018,2016-07-11
