site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Chandlers BMW Site Water Lane Angmering,yes,,2017-11-10,,0.5,20,18,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.483042 50.829486),A1513,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=506931&y=104424&resolution=1.0&MapName=Helaa,2017-11-10
S&G Motors Arundel Road Walberton,yes,,2017-11-10,,0.75,28,26,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.638555 50.853464),HP3,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=495930&y=106877&resolution=1.0&MapName=Helaa,2017-11-10
Patterson Wilson Road Littlehampton,yes,,2017-11-10,,0.54,16,14,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.537529 50.812115),LU33,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503132&y=102415&resolution=1.0&MapName=Helaa,2017-11-10
Meadowfield House Littlehampton,yes,,2017-11-10,,0.35,13,11,,local-authority-eng:ARU,owned by a public authority,,,not permissioned,,POINT(-0.537269 50.811806),LU33a,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503151&y=102381&resolution=1.0&MapName=Helaa,2017-11-10
Bartons County Infants School Romney Broadwalk Bersted,yes,,2017-11-10,,0.59,17,15,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.688163 50.800353),NEWBE10,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=492543&y=100908&resolution=1.0&MapName=Helaa,2017-11-10
Electronic Sub Station Ford Road Arundel,yes,,2017-11-10,,0.43,38,36,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.562402 50.851274),115,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501295&y=106735&resolution=1.0&MapName=Helaa,2017-11-10
Regis Centre Site The Esplanade Bognor Regis,yes,,2017-11-10,,1.57,100,90,,local-authority-eng:ARU,owned by a public authority,,,not permissioned,,POINT(-0.671649 50.782684),BR19,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493742&y=98964&resolution=1.0&MapName=Helaa,2017-11-10
Former Hospital Site Fitzalan Road / Church Street Littlehampton,yes,,2017-11-10,,0.54,19,19,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.537465 50.808715),NEWLU40,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503144&y=102037&resolution=1.0&MapName=Helaa,2017-11-10
Hothampton Car Park The Queensway Bognor Regis,yes,,2017-11-10,,1.33,85,75,,local-authority-eng:ARU,mixed ownership,,,not permissioned,,POINT(-0.677152 50.784239),BR5,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493351&y=99130&resolution=1.0&MapName=Helaa,2017-11-10
St Martins Car Park & Former Waitrose Littlehampton,yes,,2017-11-10,,2.2,75,65,,local-authority-eng:ARU,mixed ownership,,,not permissioned,,POINT(-0.542317 50.810628),PS12,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=502798&y=102243&resolution=1.0&MapName=Helaa,2017-11-10
Covers Richmond Road Bognor Regis,yes,,2017-11-10,,1.19,34,32,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.674687 50.787602),BR10,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493518&y=99507&resolution=1.0&MapName=Helaa,2017-11-10
Littlehampton - West Bank,yes,,2017-11-10,,8.46,620,390,,local-authority-eng:ARU,mixed ownership,,,not permissioned,,POINT(-0.554268 50.810165),17LU9,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501957&y=102175&resolution=1.0&MapName=Helaa,2017-11-10
Works units at Gloucester Road and Howard Road Littlehampton,yes,,2017-11-10,,0.35,14,12,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.549119 50.8119),NEWLU38c,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=502316&y=102375&resolution=1.0&MapName=Helaa,2017-11-10
St Ninians Church Pagham,yes,,2017-11-10,,0.26,10,8,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.738589 50.777437),P5408,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=489033&y=98298&resolution=1.0&MapName=Helaa,2017-11-10
"Car Park at London Road, Bognor Regis",yes,,2018-12-11,,0.33,21,19,,local-authority-eng:ARU,owned by a public authority,,,not permissioned,,POINT(-0.671517 50.788834),BR12,http://www1.arun.gov.uk/webapps/wml/map.aspx?MapName=HELAA&resolution=0.5&X=493739&Y=99648,2018-12-11
"Land Rear of Henty Arms, Ferring Lane, Ferring",yes,,2018-12-11,,0.83,25,25,,local-authority-eng:ARU,not owned by a public authority,,,not permissioned,,POINT(-0.44465 50.81738),NEWFG2,http://www1.arun.gov.uk/webapps/wml/map.aspx?MapName=HELAA&resolution=0.5&X=509663&Y=103134,2018-12-11
The Royal Hotel The Esplanade Bognor Regis,yes,,2017-11-10,,0.06,18,18,BR/130/17/PL: Change of Use of hotel & function room/licensed bar (C1 Hotel) to 18No. flats (C3 Dwelling houses).. https://www.arun.gov.uk/weekly-lists,local-authority-eng:ARU,not owned by a public authority,2017-09-26,http://www.arun.gov.uk/weekly-lists,permissioned,full planning permission,POINT(-0.677433 50.78132),BR15515,http://geognosis.in.arun.gov.uk/webmapeditor/Map.aspx?Scale=1250&Workspace=HELAA&x=493337&y=98805,2017-11-10
The Locomotive Public House Terminus Road Littlehampton,yes,,2017-11-10,,0.03,9,9,LU/45/16/PL: 6 No. two bed & 3 No. one bed apartments with associated cycle & refuse storage. https://www.arun.gov.uk/weekly-lists,local-authority-eng:ARU,not owned by a public authority,2016-05-19,http://www.arun.gov.uk/weekly-lists,permissioned,full planning permission,POINT(-0.545294 50.809811),LU11108,http://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/45/16/PL,2017-11-10
Land South of Littlehampton Academy Littlehampton,yes,,2017-11-10,,2.42,68,68,LU/55/15/OUT: Application for outline planning permission with some matters reserved for 68 No. dwellings (resubmission following LU/51/14/).. https://www.arun.gov.uk/weekly-lists,local-authority-eng:ARU,owned by a public authority,2016-09-28,http://www.arun.gov.uk/weekly-lists,permissioned,outline planning permission,POINT(-0.534319 50.813999),LU5515OUT,http://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/55/15/OUT,2017-11-10
Progress Garage Yapton Lane Walberton,yes,,2017-11-10,,0.17,6,6,WA/103/16/OUT: Outline application with some matters reserved for construction of 6 no. dwelling houses & associated works.. https://www.arun.gov.uk/weekly-lists,local-authority-eng:ARU,not owned by a public authority,2017-03-02,http://www.arun.gov.uk/weekly-lists,permissioned,outline planning permission,POINT(-0.613756 50.838406),NEWWA15,http://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/103/16/OUT,2017-11-10
