site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Former War Memorial Hospital, Horsefair, Chipping Norton",yes,,2018-12-30,,0.3,14,14,Amended Plans. Erection of fourteen dwellings with associated access and landscaping works (Amended Plans),local-authority-eng:WOX,not owned by a public authority,2018-10-17,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OVLA5SRKMJB00,permissioned,full planning permission,POINT(-1.544106 51.944082),BR1,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=431434&StartNorthing=227385&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Carterton Petrol Station and Former Osprey Public House, Upavon Way, Carterton",,,2017-12-17,yes,0.8,42,42,Permission granted for residential development but not implemented. Residential development. ,local-authority-eng:WOX,not owned by a public authority,2010-10-05,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ZZZULURKTA094,permissioned,outline planning permission,POINT(-1.592839 51.765718),BR2,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=428195&StartNorthing=207527&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"REEMA North, Northwood Crescent, Carterton",yes,,2018-12-31,,8.97,200,200,Permission granted for residential development but not implemented. Site allocated in adopted Local Plan 2031 for residential development. Erection of two hundred dwellings with associated landscaping and play areas,local-authority-eng:WOX,owned by a public authority,2013-05-22,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ZZZULNRKTA718,permissioned,other,POINT(-1.589515 51.766362),BR3,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=428424&StartNorthing=207600&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Brooklands Nurseries, 47 Shilton Road, Carterton",,,2018-12-31,,0.6,15,15,Permission granted subject to S106. Outline application for residential re-development of up to 15 dwellings and associated works. All matters reserved except for access.,local-authority-eng:WOX,not owned by a public authority,,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQR2FHRKITX00,pending decision,,POINT(-1.602579 51.768808),BR4,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=427521&StartNorthing=207867&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Former Stanton Harcourt Airfield, Main Road, Stanton Harcourt",yes,,2017-12-17,,8.75,50,50,Permission granted for mixed use development. Allocated in adopted local Plan 2031 for residential development. Re-development of former airfield for housing-led development comprising up to 50 dwellings,local-authority-eng:WOX,not owned by a public authority,2017-07-06,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O4Y10CRKMEU00,permissioned,outline planning permission,POINT(-1.400961 51.745404),BR5,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441455&StartNorthing=205359&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Woodford Way Car Park, Woodford Way, Witney",,,2018-12-31,,0.66,50,50,Site allocated in adopted Local Plan 2031 for residential development. Previous planning approval now disposed of. Redevelopment of land for housing (as first approved under application 06/1158/p/op),local-authority-eng:WOX,owned by a public authority,,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZULGRKTA573,Not permissioned,,POINT(-1.489077 51.788303),BR6,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=435338&StartNorthing=210084&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"North Leigh Garden Centre, Park Road, North Leigh",yes,,2018-12-31,,0.42,10,10,Application received 31/08/2018,local-authority-eng:WOX,not owned by a public authority,,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PEBL5KRKL5A00,pending decision,,POINT(-1.429453 51.814283),BR7,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=439428&StartNorthing=213004&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Oliver's Garage, 80- 82 Main Road, Long Hanborough",yes,,2018-12-31,,0.8,25,25,"Site is allocated for residential development in adopted Local Plan 2031. Demolition of all existing buildings, formation of a new access from Main Road and erection of 25 new houses and apartments with ancillary car parking and garaging",local-authority-eng:WOX,not owned by a public authority,,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKN82ZRKIZ200,not permissioned,,POINT(-1.388881 51.823808),BR8,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=442216&StartNorthing=214086&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Freeland Nursery, Freeland",yes,,2017-12-17,,1.9,5,5,Site assessed as suitable for residential development in the SHELAA,local-authority-eng:WOX,not owned by a public authority,,,not permissioned,,POINT(-1.400557 51.809842),BR9,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441424&StartNorthing=212526&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Alfred Groves And Sons Ltd, Groves Business Centre, Shipton Road Milton Under Wychwood, Chipping Norton, Oxfordshire, OX7 6JP",yes,,2017-12-17,,0.2,5,5,Residential development allowed on edge of existing employment site. Erection of five dwellings and associated infrastructure.,local-authority-eng:WOX,not owned by a public authority,2017-01-04,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEVZ0KRKHGY00,permissioned,full planning permission,POINT(-1.614017 51.861759),BR10,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=426677&StartNorthing=218201&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
