site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Furniture Store, Sherwin Road, off Lenton Boulevard",,,2017-12-14,,0.26,7,7,,local-authority-eng:NGM,,,,Not Permissioned,,'23,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455544.8989000004&xmax=455659.8514999999&ymin=339056.7952999994&ymax=339136.15249999985",2017-12-14
"Porchester Car Sales, Porchester Road, near Carlton Road",,,2017-12-14,,0.14,6,6,,local-authority-eng:NGM,,,,Not Permissioned,,'35,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=459139.5970999999&xmax=459169.6255999999&ymin=341076.2773000002&ymax=341159.6032999996",2017-12-14
"N l Pearson and Sons, Latham Street",,,2017-12-14,,0.03,5,5,,local-authority-eng:NGM,,2017-06-09,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJNXO0LYJLZ00,permissioned,full planning permission,'67,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=453734.9760999996&xmax=453760.1564999996&ymin=345436.4491000008&ymax=345464.7009999994",2017-12-14
Vernon Road - Former Johnsons Dyeworks,,,2017-12-14,,4.41,115,60,,local-authority-eng:NGM,,,,not permissioned,,'99,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455221.0493999999&xmax=455600.89919999987&ymin=342995.24789999984&ymax=343278.49679999985",2017-12-14
"Small businesses (Former Peacemills), Perry Road",,,2017-12-14,,0.53,21,21,,local-authority-eng:NGM,,2017-07-04,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OM8O4SLYJ4T00,permissioned,full planning permission,'124,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456788.55090000015&xmax=456944.80310000014&ymin=343207.9969999995&ymax=343276.99730000086",2017-12-14
"Disused garage, Ilkeston Road, Opposite Cobden Street",,,2017-12-14,,0.23,30,30,,local-authority-eng:NGM,,,,Not permissioned,,'138,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455290.80260000005&xmax=455358.8985000001&ymin=340122.66029999964&ymax=340168.1470999997",2017-12-14
Ilkeston Road - Radford Mill,,,2017-12-14,,0.62,335,335,,local-authority-eng:NGM,,2017-06-29,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMN72LY01B00,permissioned,full planning permission,'140,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455721.0538999997&xmax=455797.79959999956&ymin=340156.00060000084&ymax=340262.82799999975",2017-12-14
Alfreton Road - Forest Mill,,,2017-12-14,,1.2,310,310,,local-authority-eng:NGM,,2018-01-24,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OG0DHXLY01B00,permissioned,outline planning permission,'141,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455935.9424999999&xmax=456094.34970000014&ymin=340311.5460999999&ymax=340451.8958999999",2017-12-14
"United Carpets, Hartley Road",,,2017-12-14,,0.14,8,8,,local-authority-eng:NGM,,,,Not Permissioned,,'143,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455465.20210000034&xmax=455508.5959000001&ymin=340666.60449999943&ymax=340715.67039999925",2017-12-14
"Bobbers Mill Bridge - Bobbers Mill Industrial Estate,",,,2017-12-14,,4.38,120,80,,local-authority-eng:NGM,,,,not permissioned,,'148,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454973.8130000001&xmax=455205.7960000001&ymin=341226.5541999992&ymax=341596.49829999916",2017-12-14
Bobbers Mill Bridge - Land Adjacent to Bobbers Mill Industrial Estate,,,2017-12-14,,0.55,21,17,,local-authority-eng:NGM,,,,not permissioned,,'150,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454924.33999999985&xmax=455034.5999999996&ymin=341446.69999999925&ymax=341595.3499999996",2017-12-14
"P J Towey Construction, 197 Gladstone Street, NG7 6HX",,,2017-12-14,,0.05,5,5,Outline application for 5 dwellings following demolition of existing building.,local-authority-eng:NGM,,2015-12-31,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NXJQRTLYCB000,permissioned,outline planning permission,'160,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456167.4009999996&xmax=456194.94770000037&ymin=341882.74620000087&ymax=341901.75090000033",2017-12-14
"Disused Petrol Filling Station, Nottingham Road/ Rosetta Road",,,2017-12-14,,0.09,7,7,,local-authority-eng:NGM,,,,Not Permissioned,,'168,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455920.0493000001&xmax=455967.69739999995&ymin=342541.99760000035&ymax=342582.1961000003",2017-12-14
"Ellis and Everard site, Haydn Road",,,2017-12-14,,1.01,29,29,Residential development.,local-authority-eng:NGM,,2016-09-06,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NZ1KCBLY00L00,permissioned,outline planning permission,'169,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456117.4029000001&xmax=456279.2039999999&ymin=342437.29759999923&ymax=342583.4458000008",2017-12-14
Highbury Road - Former Henry Mellish School Site,,,2017-12-14,,0.99,38,34,,local-authority-eng:NGM,,,,not permissioned,,'226,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454521.2000000002&xmax=454661.10950000025&ymin=344242.30000000075&ymax=344384.1899999995",2017-12-14
Arnside Road - Former Chronos Richardson,,,2017-12-14,,2.58,87,63,,local-authority-eng:NGM,,,,not permissioned,,'253,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456187.5488999998&xmax=456427.95320000034&ymin=344078.4000000004&ymax=344260.3499999996",2017-12-14
Stanton Tip - Hempshill Vale,,,2017-12-14,,42.65,500,500,,local-authority-eng:NGM,,,,not permissioned,,'254,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=452818.0658999998&xmax=453863.7862999998&ymin=343821.03360000066&ymax=344604.7441000007",2017-12-14
"Site of the former The Globe, 196 Denman Street Central",,,2017-12-14,,0.07,21,21,New Build Proposal for 21 flats on The Globe Pub Site,local-authority-eng:NGM,,2017-02-24,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OC1I15LYLSH00,permissioned,full planning permission,'274,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455692.2463999996&xmax=455727.1972000003&ymin=340389.0039000008&ymax=340423.75400000066",2017-12-14
"Red Cross Society (Notts HQ), Gregory Street",,,2017-12-14,,0.13,23,23,,local-authority-eng:NGM,,2018-11-22,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P7261HLYK6100,permissioned,full planning permission,'275,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455286.54810000025&xmax=455333.70160000026&ymin=338828.0007000007&ymax=338872.99789999984",2017-12-14
"Eagle Press island site, Robin Hood Way",,,2017-12-14,,0.31,40,40,,local-authority-eng:NGM,,,,Not permissioned,,'279,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456847.11390000023&xmax=456934.8925000001&ymin=338211.8959999997&ymax=338294.85339999944",2017-12-14
"Old Rectory, Village Road",,,2017-12-14,,0.51,6,6,,local-authority-eng:NGM,,2015-11-12,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NK9XZQLY01B00,permissioned,full planning permission,'283,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454534.3016999997&xmax=454627.52859999985&ymin=334835.70350000076&ymax=334929.1766999997",2017-12-14
"Enderleigh, The Crescent",,,2017-12-14,,0.33,10,10,10 dwellings and associated works.,local-authority-eng:NGM,,2017-12-01,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OUIBCSLYHOG00,permissioned,full planning permission,'313,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457780.75320000015&xmax=457843.24260000046&ymin=341697.1695000008&ymax=341770.19859999977",2017-12-14
"Waterside - Daleside Road, Trent Lane Basin,",,,2017-12-14,,9,276,276,Variation of condition S1 of planning permission reference 13/03029/PFUL3 (house type details and general details).,local-authority-eng:NGM,,2016-04-04,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQ8E6NLYCB000,permissioned,,'326,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458724.4994999999&xmax=459073.49650000036&ymin=338763.39919999987&ymax=339162.1651000008",2017-12-14
"Police garage and offices, 24-30 Shakespeare Street",,,2017-12-14,,0.19,44,44,Variation of condition S1 of planning permission reference 12/01581/PFUL3 (external design changes).,local-authority-eng:NGM,,2015-09-24,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQEEWSLYCB000,permissioned,,'327,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457121.5524000004&xmax=457188.79920000024&ymin=340362.20160000026&ymax=340412.59720000066",2017-12-14
123 Huntingdon Street,,,2017-12-14,,0.24,112,112,,local-authority-eng:NGM,,2018-10-10,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P54FUNLYMPU00,permissioned,full planning permission,'333,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457404.30030000024&xmax=457474.9358000001&ymin=340517.79700000025&ymax=340583.6983000003",2017-12-14
"West Trent Works, Wilford Crescent",,,2017-12-14,,0.31,24,24,,local-authority-eng:NGM,,2018-08-02,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCK0OYLYFLY00,permissioned,full planning permission,'342,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457676.8985000001&xmax=457752.3491000002&ymin=338026.1702999994&ymax=338098.89949999936",2017-12-14
