site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land to the north of, Hall Lane, Thornhill, Dewsbury, WF12 0PL",yes,,2019-12-13,,0.78,30,28,Part of a larger site that includes some greenfield land.,local-authority-eng:KIR,owned by a public authority,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2018%2F92842|http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2014%2f92815,pending decision,reserved matters approval,BLR_001,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Land to the south of, Lock Street, Thornhill, Dewsbury, WF12 9BZ",yes,,2019-12-13,,1.99,104,104,Part of a larger site that includes some greenfield land.,local-authority-eng:KIR,not owned by a public authority,2015-04-17,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2013%2f90249,permissioned,outline planning permission,BLR_002,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Headfield Mills, Savile Road, Savile Town, Dewsbury, WF12 9NP",yes,,2019-12-13,,1.19,35,35,,local-authority-eng:KIR,not owned by a public authority,,,not permissioned,,BLR_003,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Land north west of, Forge Lane, Thornhill Lees, Dewsbury",yes,,2019-12-13,,2.68,93,93,,local-authority-eng:KIR,not owned by a public authority,,,not permissioned,,BLR_004,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Land at, Carlton Road/Hirst Road, Dewsbury",,,2019-12-13,,0.49,16,16,,local-authority-eng:KIR,not owned by a public authority,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2008%2f90245,not permissioned,,BLR_005,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Site of former Woolpack Inn, 167, Heckmondwike Road, Dewsbury Moor, Dewsbury, WF13 3NS",yes,,2019-12-13,,0.17,10,8,,local-authority-eng:KIR,not owned by a public authority,2019-10-04,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2019%2F92261,permissioned,full planning permission,BLR_006,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Pepperoyd Mills, Pepper Royd Street, Dewsbury, WF13 1PA",,,2019-12-13,,0.57,9,9,,local-authority-eng:KIR,not owned by a public authority,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2019%2F93348,pending decision,full planning permission,BLR_007,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Forge Lane, Dewsbury, WF12 9AA",,,2019-12-13,,1.85,64,64,Part of a larger site containing some greenfield land.,local-authority-eng:KIR,not owned by a public authority,2017-03-17,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2013%2f92657|http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2004%2f94709,permissioned,outline planning permission,BLR_008,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Cliffe Street, Dewsbury",yes,,2019-12-13,,1.27,47,47,,local-authority-eng:KIR,owned by a public authority,,,not permissioned,,BLR_009,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Red Laithes Court, Red Laithes Lane, Ravensthorpe, Dewsbury, WF13 3DB",,,2019-12-13,,0.45,15,15,,local-authority-eng:KIR,owned by a public authority,,,not permissioned,,BLR_010,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Westfield Assessment Centre, 13, Westfields Road, Mirfield, WF14 9PW",yes,18/12/2018,2018-12-18,,1.17,22,22,Site is under construction,local-authority-eng:KIR,not owned by a public authority,2018-01-04,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2017%2F90661,permissioned,full planning permission,BLR_011,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Excelsior Works, 33, St John's Road, Birkby, Huddersfield, HD1 5DX.",,,2019-12-13,,0.22,12,12,Two Separate applications in for two different parts of the site,local-authority-eng:KIR,owned by a public authority,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2018%2F90108|https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2019%2F90707,pending decision,full planning permission,BLR_012,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"35, St John's Road, Huddersfield, HD1 5DX",,,2019-12-13,,0.15,8,8,,local-authority-eng:KIR,not owned by a public authority,,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2012%2f90043,not permissioned,,BLR_013,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Cote Royd House, 7, Halifax Road, Edgerton, Huddersfield, HD3 3AN",,13/12/2019,2019-12-13,,0.38,7,7,Permission expired on site and still in medical use. No information to suggest that the site is available.,local-authority-eng:KIR,not owned by a public authority,,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2015%2f91154,not permissioned,,BLR_014,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
"Land to North and South of, Crossley Lane, Huddersfield, HD5 0QP",yes,,2019-12-13,,4.22,194,194,,local-authority-eng:KIR,not owned by a public authority,2017-03-14,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2015%2f90430|http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2011%2f91152,permissioned,outline planning permission,BLR_015,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2017-12-20
