site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Consett Swimming Baths,yes,,2018-12-04,,0.8,25,22,,local-authority-eng:DUR,owned by a public authority,,,not permissioned,,1/CO/11,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=411097.24135&y=551221.232695&scale=17,2018-12-04
Magistrates Court Ashdale Road,yes,,2018-12-04,,0.52,14,14,,local-authority-eng:DUR,owned by a public authority,2018-08-16,https://publicaccess.durham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P1DGNTGDJ1U00,permissioned,full planning permission,1/CO/113,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=411003.675537&y=551435.410275&scale=17,2018-12-04
The Moorside Hotel,yes,,2018-12-04,,0.45,12,12,,local-authority-eng:DUR,not owned by a public authority,2017-03-01,https://publicaccess.durham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHK5HQGDKBH00,permissioned,full planning permission,1/CO/114,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=408765.383922&y=549236.72979&scale=17,2018-12-04
Consett Community Sports College Site A,yes,,2018-12-04,,4.17,100,95,,local-authority-eng:DUR,owned by a public authority,,,not permissioned,,1/CO/89a,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=410606.103799&y=551940.693312&scale=17,2018-12-04
South Moor Hospital,yes,,2018-12-04,,1.98,65,53,,local-authority-eng:DUR,mixed ownership,2017-08-15,https://publicaccess.durham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCBJ97GDIST00,permissioned,full planning permission,1/ST/34,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=420003.730538&y=551533.165765&scale=17,2018-12-04
Former Return To Learn Centre Front Street,yes,,2018-12-04,,0.22,6,6,A non-designated heritage asset is located on the site – if demolition is considered a convincing case based on an understanding of significance will be required to support this.,local-authority-eng:DUR,owned by a public authority,2016-09-23,https://publicaccess.durham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NK9NLLGDJRI00,permissioned,full planning permission,1/ST/59,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=419437.454026&y=552932.787116&scale=17,2018-12-04
Tanfield Lea Industrial Estate,yes,,2018-12-04,,15.46,365,348,,local-authority-eng:DUR,not owned by a public authority,2017-01-13,https://publicaccess.durham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZXMFVXE912,permissioned,full planning permission,1/TL/03,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=419045.123105&y=554807.405058&scale=17,2018-12-04
Arizona Chemicals Vigo Lane,yes,,2018-12-04,,2.68,85,60,Permission subject to Section 106 being signed,local-authority-eng:DUR,not owned by a public authority,,https://publicaccess.durham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P5P0Q4GDK7P00,pending decision,full planning permission,2/CH/40,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=427858.827371&y=553973.279913&scale=17,2018-12-04
Former Sports Community College,yes,,2018-12-04,,2.84,64,64,,local-authority-eng:DUR,owned by a public authority,,,not permissioned,,2/PE/11,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=424362.820994&y=552558.143688&scale=17,2018-12-04
Lawson Court,yes,,2018-12-04,,0.33,9,9,,local-authority-eng:DUR,not owned by a public authority,2018-03-08,https://publicaccess.durham.gov.uk/online-applications/applicationDetails.do?activeTab=makeComment&keyVal=OWU2PZGDHM300,permissioned,full planning permission,2/WP/05,https://maps.durham.gov.uk/OLBasic2/Index.aspx?appid=65&x=423114.721221&y=552903.912483&scale=17,2018-12-04
