site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Spring Road Riddings,yes,,2017-12-06,,1.27,14,14,The site is currently under construction. 14 new dwellings,local-authority-eng:AMB,not owned by a public authority,2004-07-06,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2004/0043,permissioned,full planning permission,POINT(-1.350658 53.069235),BFLR0001,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0692352277&lng=-1.3506579388,2017-12-06
Land at Greenhill Lane Leabrooks,yes,,2017-12-06,,2.02,24,24,The site is currently under construction. Residential development with two planning applications,local-authority-eng:AMB,not owned by a public authority,2007-11-15,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2004/1104,permissioned,reserved matters approval,POINT(-1.372058 53.075517),BFLR0002,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0755165967&lng=-1.3720578812,2017-12-06
Millford Mills Milford,yes,,2017-12-06,,2.01,69,69,Part of a mixed use development. Mixed use development - demolition of existing industrial buildings and construction of 69 dwellings,local-authority-eng:AMB,not owned by a public authority,2015-04-09,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2006/0297,permissioned,full planning permission,POINT(-1.479428 53.00341),BFLR0003,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.00034104272&lng=-1.4794278291,2017-12-06
Black Horse Inn Lower Somercotes,yes,,2017-12-06,,0.9,18,18,Outline planning permission for residential development including the demolition of the public house,local-authority-eng:AMB,not owned by a public authority,2014-08-14,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2014/0208,permissioned,outline planning permission,POINT(-1.358902 53.074898),BFLR0004,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0748981511&lng=-1.3589017133,2017-12-06
John Smedley Ltd Lea Road Lea Bridge,yes,,2017-12-06,,0.46,26,26,Redevelopment of the site including conversion and new build to provide 26 dwellings,local-authority-eng:AMB,not owned by a public authority,2015-12-11,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2014/0265,permissioned,full planning permission,POINT(-1.525055 53.104037),BFLR0005,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.1040369302&lng=-1.5250554687,2017-12-06
Derwent Street Belper,yes,,2017-12-06,,4.02,107,107,demolition of existing buildings and construction of new residential dwellings (approx 107 dwellings),local-authority-eng:AMB,not owned by a public authority,2015-06-09,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2014/0470,permissioned,outline planning permission,POINT(-1.487785 53.023879),BFLR0006,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0238791092lng=-1.4877850025,2017-12-06
Land at Salcombe Road Alfreton,yes,,2017-12-06,,0.34,21,21,The site is currently under construction. erection of new 21 dwellings consisting of 13 two storey dwellings and 8 maisonettes,local-authority-eng:AMB,not owned by a public authority,2015-05-14,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2014/0791,permissioned,full planning permission,POINT(-1.373292 53.100504),BFLR0007,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.1005040651&lng=-1.3732924756,2017-12-06
Delves Court Heanor,yes,,2017-12-06,,0.75,30,30,"The site is currently under construction. Proposed family houses, eldery persons bungalows & apartments",local-authority-eng:AMB,not owned by a public authority,2015-07-28,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0296,permissioned,full planning permission,POINT(-1.358074 53.008994),BFLR0008,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0089935361&lng=-1.3580738024,2017-12-06
Bridge Waste Disposal 66 Main Road Pye Bridge,,,2017-12-06,,0.48,17,17,Residential development,local-authority-eng:AMB,not owned by a public authority,,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2006/0297,pending decision,outline planning permission,POINT(-1.341364 53.07189),BFLR0009,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0718899941&lng=-1.3413644197,2017-12-06
Bradshaw Avenue Ridding,yes,,2017-12-06,,2.5,93,93,Two-storey residential dwellings,local-authority-eng:AMB,owned by a public authority,2016-01-11,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL-AVA/2014/0553,permissioned,full planning permission,POINT(-1.362249 53.068588),BFLR0010,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0685877201&lng=-1.3622487862,2017-12-06
Land at Butterley Hill Ripley,yes,,2017-12-06,,0.3,14,14,"Demolition of existing structures and construction of 14 houses, three block of three terraced and two blocks of semi-detached, one detached and block of 3 garages",local-authority-eng:AMB,not owned by a public authority,2015-07-27,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL-AVA/2014/0838,permissioned,outline planning permission,POINT(-1.344804 53.053715),BFLR0011,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0537146558&lng=-1.344808074,2017-12-06
Former Loscoe Miners Welfare Loscoe,,,2017-12-06,,2.18,68,68,Outline planning permission for 68 dwellings,local-authority-eng:AMB,not owned by a public authority,2017-10-02,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL-AVA/2014/0923,permissioned,outline planning permission,POINT(-1.361698 53.024987),BFLR0012,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0249869236&lng=-1.3616983637,2017-12-06
19 Church Street Heanor,yes,,2017-12-06,,0.09,12,12,Demolition of builders storage buildinhs and associated offices and construction of flats,local-authority-eng:AMB,not owned by a public authority,2015-06-09,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0084,permissioned,full planning permission,POINT(-1.350622 53.01396),BFLR0013,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0139600908&lng=-1.3506222175,2017-12-06
Land to rear of 27-41 Main Road Leabrooks,,,2017-12-06,,0.32,18,18,Outline planning permission for upto 18 dwellings following demolition and site clearance,local-authority-eng:AMB,not owned by a public authority,2016-11-02,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0113,permissioned,outline planning permission,POINT(-1.372129 53.076811),BFLR0014,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0768114135&lng=-1.3721286348,2017-12-06
Land to Rear of The Butchers Arms Hands Road Heanor,yes,,2017-12-06,,0.2,11,11,erection of 11 dwellings to the rear of the existing oublic house,local-authority-eng:AMB,not owned by a public authority,2017-06-13,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2017/0245,permissioned,full planning permission,POINT(-1.342527 53.013107),BFLR0015,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0131066085&lng=-1.3425266854,2017-12-06
Middlebrook Transport Heanor,yes,,2017-12-06,,1.2,54,54,The site is currently under construction. Reserved Matters approval for 54 dwellings,local-authority-eng:AMB,not owned by a public authority,2016-09-20,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2016/0088,permissioned,reserved matters approval,POINT(-1.376208 53.100304),BFLR0016,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.1003036141&lng=-1.3762077543,2017-12-06
17 King Street Alfreton,yes,,2017-12-06,,1,11,11,"Conversion of buildings (17,19 and 21) into 11 flats",local-authority-eng:AMB,not owned by a public authority,2015-11-11,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0347,permissioned,full planning permission,POINT(-1.390162 53.096798),BFLR0017,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0967981203&lng=-1.3901619656,2017-12-06
Former American Adventure Theme Park Pit Lane Shipley,yes,,2017-12-06,,46.48,307,307,Residential element as part of large mixed use development. Sustainable mixed use development including upto 307 residential units,local-authority-eng:AMB,owned by a public authority,2016-01-12,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0403,permissioned,outline planning permission,POINT(-1.338263 52.993639),BFLR0018,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.9936392978&lng=-1.3382626567,2017-12-06
Belper Police Station Field Lane Belper,yes,,2017-12-06,,0.47,13,13,Erection of 13 new dwellings,local-authority-eng:AMB,not owned by a public authority,2016-01-20,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0674,permissioned,full planning permission,POINT(-1.481736 53.024761),BFLR0019,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.024760858&lng=-1.4817363861,2017-12-06
Land off Cromford Road Langley Mill,yes,,2017-12-06,,0.88,38,38,The site is currently under construction. Erection of 38 dwellings,local-authority-eng:AMB,not owned by a public authority,2016-09-02,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0899,permissioned,full planning permission,POINT(-1.327432 53.023432),BFLR0020,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0234317133&lng=-1.3274318858,2017-12-06
Marehay Garage Derby Road Marehay,,,2017-12-06,,0.42,20,20,Outline planning permission for demolition of existing buildings and proposed residential re-development,local-authority-eng:AMB,not owned by a public authority,2016-08-04,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2016/0055,permissioned,outline planning permission,POINT(-1.406543 53.031736),BFLR0021,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0317361246&lng=-1.4065426835,2017-12-06
Land at Sleetmoor Lane Somercotes,yes,,2017-12-06,,0.11,12,12,"The site is currently under construction. 12 new dwellings, with amix of 9no. 1 bedrooms and 2 bedroom apartments and 3no. 2 bedroom family homes",local-authority-eng:AMB,not owned by a public authority,2016-08-05,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2016/0327,permissioned,full planning permission,POINT(-1.371969 53.080631),BFLR0022,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0806309749&lng=-1.3719686501,2017-12-06
Memory Lane Inn 72 Derby Road Heanor,,,2017-12-06,,0.12,13,13,Outline planning application for demolition of existing public house and constriction of new residential development,local-authority-eng:AMB,not owned by a public authority,2016-12-20,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2016/1078,permissioned,outline planning permission,POINT(-1.361152 53.013541),BFLR0023,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0135406622&lng=-1.3611515064,2017-12-06
Land West of Old Coppice Side Heanor,yes,,2017-12-06,,0.93,30,30,Erection of 30 dwellings,local-authority-eng:AMB,owned by a public authority,2016-12-21,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2016/00729,permissioned,full planning permission,POINT(-1.356408 53.004733),BFLR0024,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0047326278&lng=-1.356408232,2017-12-06
Labour Club Lander Lane Belper,,,2017-12-06,,0.14,13,13,Demolition of former Labour Club buildings and erection of 13 dwellings,local-authority-eng:AMB,not owned by a public authority,2017-01-13,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2015/0338,permissioned,full planning permission,POINT(-1.47769 53.023997),BFLR0025,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.02399708&lng=-1.4776903346,2017-12-06
Land at 34 Greenhill Lane Leabrooks,yes,,2017-12-06,,1.27,58,58,Proposed residential development of 58 dwellings,local-authority-eng:AMB,not owned by a public authority,2017-03-08,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2016/0530,permissioned,full planning permission,POINT(-1.374342 53.07445),BFLR0026,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0744499141&lng=-1.3743421891,2017-12-06
Land at Bullbridge Hill Ambergate,,,2017-12-06,,8.2,171,171,Residential emelent as part of a mixed use development. Outline planning permission for mixed use dvelopment,local-authority-eng:AMB,not owned by a public authority,2017-06-30,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2016/1030,permissioned,outline planning permission,POINT(-1.46954 53.066138),BFLR0027,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0661383088&lng=-1.4695395665,2017-12-06
Derwentside Industrial Park Derby Road Belper,yes,,2017-12-06,,5.75,136,136,Outline planning permission for demolition and site clearance and redevelopment,local-authority-eng:AMB,mixed ownership,2017-08-25,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2017/0374,permissioned,outline planning permission,POINT(-1.479592 53.012122),BFRL0028,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.0121216712&lng=-1.4795919862,2017-12-06
Land at Cemetery Road Ripley,,,2017-12-06,,1.74,20,20,Site allocated within Ripley Neighbourhood Plan as a proposed housing allocation,local-authority-eng:AMB,owned by a public authority,,,not permissioned,,POINT(-1.402537 53.044301),BFLR0029,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.044301032&lng=-1.402536981,2017-12-06
Land adj 30 Cromford Road Langley Mill,,,2017-12-06,,3.49,87,87,Outline planning application for residential development,local-authority-eng:AMB,not owned by a public authority,2012-07-09,http://www.ambervalley.gov.uk/environment-and-planning/planning/development-management/planning-applications/view-a-planning-application.aspx?REFVAL=AVA/2005/1268,permissioned,outline planning permission,POINT(-1.331508 53.016263),BFLR0030,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.016263292&lng=-1.3315081078,2017-12-06
Land at Hall Road Langley Mill,yes,,2017-12-06,,1.12,33,33,Part of a larger site which comprises greenfield land. proposed housing allocation in the Pre-Submission Local Plan,local-authority-eng:AMB,not owned by a public authority,,,not permissioned,,POINT(-1.329884 53.025873),BFRL0031,http://info.ambervalley.gov.uk/maps/brownfieldmap.html?lat=53.025872662&lng=-1.329883815,2017-12-06
