site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Walkergate Hospital, Benfield Road",,,2017-12-19,,2.99,71,40,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.561034 54.987292),1009,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
Gap Plant (East of Free Trade) St Lawrence Road,,,2017-12-19,,0.4,120,60,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.586263 54.970944),1026,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
Spillers Quay,,,2017-12-19,,1.54,462,231,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.584462 54.968916),1035,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Plots 8 And 9 Portland Green Student Village, Shieldfield",,,2017-12-19,,0.74,79,79,"Erection of 6 storey block of student accommodation comprising of 15 x studios, 11 x 4 bed cluster, 11 x 5 bed cluster, 29 x 6 bed clusters, 11 x 7 bed clusters and 2 x 8 bed clusters (Class C3/C4) with associated communal facilities and 144sqm retail unit at ground floor, hard and soft landscaping, refuse storage and plant room (AS AMENDED by plans received 22/08/17)",local-authority-eng:NET,mixed ownership,2017-03-10,,permissioned,full planning permission,POINT(-1.595904 54.977864),1056,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Plot 12 Quayside, Ouesburn, Newcastle",,,2017-12-19,,0.58,87,44,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.595456 54.971604),1076,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
The Stack PH and land to the west,,,2017-12-19,,0.91,57,28,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.544741 54.968276),1102,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Site of 1243 - 1293 Walker Road, site of former cinema to north, Walker",,,2017-12-19,,0.53,38,21,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.555517 54.965109),1103,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
Land at 1450-1560 Walker Road,,,2017-12-19,,0.27,19,10,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.549153 54.965815),1121,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Land at Felling View, Caldbeck Avenue, Caldbeck Close, Walker",,,2017-12-19,,4.8,253,170,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.552193 54.9622),1124,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Lamb Street, Walker",,,2017-12-19,,1.06,55,30,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.543378 54.971174),1129,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Site of Byker Buildings, Byker Bank",,,2017-12-19,,0.28,63,32,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.588486 54.975026),1140,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Anglo Swedish Engineering, Glasshouse Street",,,2017-12-19,,0.12,9,6,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.577535 54.965394),1144,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
Land east of Pottery Bank,,,2017-12-19,,1.11,76,40,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.547498 54.963569),1148,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
Unit 1 Bridge View Stepney Lane,,,2017-12-19,,0.14,5,5,Change of use of second floor from office and storage accommodation ancillary to kitchen showrooms on ground and first floors (Class A1 ) to 5 bed student flat (Class C4) and alterations to elevations,local-authority-eng:NET,not owned by a public authority,2016-11-17,,permissioned,full planning permission,POINT(-1.601524 54.973645),1290,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Land off Roman Avenue, Byker",,,2017-12-19,,0.49,31,15,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.562827 54.980001),1294,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
Forth Goods Yard,,,2017-12-19,,2.57,408,204,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.620386 54.965031),1374,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Loadman Street, Elswick, Newcastle",,,2017-12-19,,5.96,315,174,,local-authority-eng:NET,owned by a public authority,,,pending decision,full planning permission,POINT(-1.64403 54.96521),1515,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
Site of 64-88 Elswick Road,,,2017-12-19,,0.2,15,8,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.633609 54.970154),1608,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
"Former Majestic Bingo Hall, Condercum Road",yes,,2017-12-19,,0.3,5,5,Erection of 5 x 4 bed houses (Class C3) with associated car parking as amended.,local-authority-eng:NET,owned by a public authority,2017-01-06,,permissioned,full planning permission,POINT(-1.66003 54.971636),1611,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
9-17 Collingwood Street,,,2017-12-19,,0.06,12,12,"Conversion of ground and mezzanine floor from bank (Class A2) to restaurant and bar (Class A3/A4) with associated kitchens, storage and plant at basement level. Conversion of first to third floors from offices (Class B1) to 12 flats (Class C3) flats with associated gym, cycle storage, and refuse storage in basement. Erection of extension to house extended fire escape, erection of 4 dormers windows and provision of roof terrace and lobby and provision of extract and ventilation.",local-authority-eng:NET,not owned by a public authority,2017-01-27,,permissioned,full planning permission,POINT(-1.61295 54.969818),1672,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/brownfield_register_map-18122017.pdf,2017-12-19
