site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Skylark Motor Services Ltd, The Ridge, Woodfalls, Salisbury",yes,,2017-12-01,,0.28,7,7,Proposed demolition of existing buildings and construction of 7 dwellings including formation of access and parking and associated works.,local-authority-eng:WIL,not owned by a public authority,2016-10-04,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-1.719627 50.980197),S15.11698,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"St Marys School, College Road, Purton (nr Swindon)",yes,,2017-12-01,,0.26,8,8,Part Demolition & Change of Use From Education to Residential,local-authority-eng:WIL,not owned by a public authority,2016-04-07,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-1.86878 51.586696),N12.1442,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"Rear of Wesley Road Club, Wesley Road, Trowbridge",yes,,2017-12-01,,0.22,6,6,6 new dwellings,local-authority-eng:WIL,not owned by a public authority,2016-09-30,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-2.214749 51.316457),W16.7502,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"Victoria Garage [demolished] 36 Victoria Road, Warminster",yes,,2017-12-01,,0.39,8,8,Variation of conditions 2 and 12 attached to planning permission 14/10302/FUL (erection of 8 dwellings and 3 retail units) to facilitate the occupation of retail units 2 and 3 as a single unit by a D1 veterinary surgery; alternative shop front side window rear access and ramp details; and the provision of an electricity substation.,local-authority-eng:WIL,not owned by a public authority,2016-03-29,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-2.19981 51.203635),W16.1078,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"81 The Green Lyneham, Chippenham",yes,,2017-12-01,,0.5,15,15,Extra Care Facility with Guest Bedrooms,local-authority-eng:WIL,not owned by a public authority,2016-01-27,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-1.972716 51.513378),N14.10444,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"109 & Foxlea, Gloucester Road, Malmesbury",yes,,2017-12-01,,0.23,26,26,Demolition & Redevelopment to form 26 Sheltered Apartments for the Elderly including Communal Facilities Access Car Parking & Landscaping.,local-authority-eng:WIL,mixed ownership,2016-03-16,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-2.100889 51.588299),N15.5255,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"Parklands, Malmesbury Road, Chippenham",yes,,2017-12-01,,0.4,11,11,Conv Listed Bldg into 4 flats Demolish Flat Roof Extensions to Rear and Sides of Building Erect 6 Houses & 1 Coach House incl Parking Access and retaining 4 Existing Bungalows.,local-authority-eng:WIL,not owned by a public authority,2015-07-09,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-2.119244 51.465162),N14.11382,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"Pembroke House Edward Street, Westbury",yes,,2017-12-01,,0.03,6,6,Side and roof extensions for 6 extra flats. Extensions not built - as seen 23/06/10. No Change 29/07/2011.,local-authority-eng:WIL,not owned by a public authority,2009-01-27,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-2.183877 51.260652),W08.0539,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"North Junction, Station Road, Westbury",yes,,2017-12-01,,2.01,102,102,Residential Development of 102 dwellings.,local-authority-eng:WIL,mixed ownership,2013-11-25,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-2.19853 51.268703),W10.2479,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
"13-16 Market Place , Chippenham",yes,,2017-12-01,,0.05,8,8,Change of use of upper floors from A2 to C3 Residential to Create 8 Flats. Two New Shopfronts to No 13 & 16.,local-authority-eng:WIL,not owned by a public authority,2014-11-06,http://planning.wiltshire.gov.uk/Northgate/PlanningExplorer/ApplicationSearch.aspx,permissioned,full planning permission,POINT(-2.113755 51.457471),N14.3748,https://wiltscouncil.maps.arcgis.com/apps/webappviewer/index.html?id=74a353612a934bd48fee1f2bc564cdd8,2017-12-01
