site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"St Martin's Walk Centre (Upper Floors), Dorking RH4 1UX",yes,,2017-11-28,,0.5,25,25,Conversion and/or extension of existing office space in upper floors to provide additional residential units.. http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf,local-authority-eng:MOL,owned by a public authority,,,not permissioned,,BLR02,https://maps.molevalley.gov.uk/,2017-11-28
"Claire House and James House, Bridge St, Leatherhead KT22 8BZ",yes,,2017-11-28,,0.21,25,25,Residential development as part of a mixed use scheme as set out in the Transform Leatherhead Masterplan.. http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf|http://www.molevalley.gov.uk/index.cfm?articleid=29385,local-authority-eng:MOL,owned by a public authority,,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2014/1918,not permissioned,,BLR06,https://maps.molevalley.gov.uk/,2017-11-28
"Bull Hill Site, Leatherhead, KT22 7AH",,,2017-11-28,,1.85,120,120,Residential development as part of a mixed use scheme as set out in the Transform Leatherhead Masterplan.. http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf|http://www.molevalley.gov.uk/index.cfm?articleid=29385,local-authority-eng:MOL,owned by a public authority,,,not permissioned,,BLR04,https://maps.molevalley.gov.uk/,2017-11-28
"Grove Corner, Lower Shott/Guildford Road, Bookham KT23 4LP",yes,,2017-11-28,,0.33,5,5,"Residential development as part of a well-designed mixed use building and/or development on garage court to rear, incorporating up to around 10 residential units (gross).. http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf",local-authority-eng:MOL,owned by a public authority,,,not permissioned,,BLR01,https://maps.molevalley.gov.uk/,2017-11-28
"Sorting Office, Station Rd, Leatherhead KT22 7AE and Telephone Exchange, Station Rd, Leatherhead KT22 7AF",,,2017-11-28,,0.77,95,95,"Residential redevelopment of existing sorting office and telephone exchange, subject to satisfactory relocation of existing uses.. http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf|http://www.molevalley.gov.uk/index.cfm?articleid=29385",local-authority-eng:MOL,not owned by a public authority,,,not permissioned,,BLR05,https://maps.molevalley.gov.uk/,2017-11-28
"Vine Court, Chalkpit Lane, Dorking RH4 1XG",yes,,2017-11-28,,0.33,30,30,Extension and conversion of Vine Court to provide 30 No. flats with associated landscaping.,local-authority-eng:MOL,not owned by a public authority,2017-10-05,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2015/0177,permissioned,full planning permission,BLR03,https://maps.molevalley.gov.uk/,2017-11-28
"Devonshire House, 66 Church St, Leatherhead KT22 8DP",yes,,2017-11-28,,0.07,9,9,Change of use from office (Use Class B1) to residential (Use Class C3). Creation of 7 No. flats via reconfiguration of existing building and the creation of 2 No. new flats in an extension to the rear wing.,local-authority-eng:MOL,not owned by a public authority,2016-03-03,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2015/0555,permissioned,full planning permission,BLR09,https://maps.molevalley.gov.uk/,2017-11-28
"Land to the rear of 272-294 High St, Dorking RH4 1QT",yes,,2017-11-28,,0.11,8,8,"Demolish existing building and erect 8 No. apartments including 8 No. undercroft car parking for residents and 15 No. leased and licensed car parking spaces, together with associated refuse stores, cycle parking, amenity space, and landscaping.",local-authority-eng:MOL,not owned by a public authority,2016-10-10,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2016/0659,permissioned,full planning permission,BLR12,https://maps.molevalley.gov.uk/,2017-11-28
"207-213 High St, Dorking RH4 1RU",yes,,2017-11-28,,0.08,14,14,Change of use of 1st floor from commercial to residential to create 8 No. units. Construction of an additional floor at 2nd floor level to create 6 No. residential units including alterations to the fenestration.,local-authority-eng:MOL,not owned by a public authority,2017-06-07,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2015/0677|http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2016/0905,permissioned,full planning permission,BLR13,https://maps.molevalley.gov.uk/,2017-11-28
"145-153 High St, Dorking RH4 1AG",yes,,2017-11-28,,0.10,9,9,Erection of 2nd floor and rear extension for the creation of 9 No. flats with associated cycle and refuse storage. Alteration to shop front to create access from High Street.,local-authority-eng:MOL,not owned by a public authority,2016-12-12,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2016/1108,permissioned,full planning permission,BLR14,https://maps.molevalley.gov.uk/,2017-11-28
"Magistrates Court, London Road, Dorking RH4 1SX",yes,,2017-11-28,,0.25,21,21,"Redevelopment of existing Magistrate's Court to provide 21 No. retirement apartments, associated parking.",local-authority-eng:MOL,owned by a public authority,2017-03-24,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2016/0340,permissioned,full planning permission,BLR15,https://maps.molevalley.gov.uk/,2017-11-28
"46-48 Lincoln Rd, Dorking RH4 1TD",yes,,2017-11-28,,0.04,9,9,"Change of Use to residential, and erection of one building comprising 9 No. flats with external staircase and ground floor off-street parking, following removal of existing garage and external staircase.",local-authority-eng:MOL,not owned by a public authority,2015-01-19,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2014/1220,permissioned,full planning permission,BLR16,https://maps.molevalley.gov.uk/,2017-11-28
"Fortyfoot Hall, Fortyfoot Rd, Leatherhead KT22 8RY",yes,,2017-11-28,,0.11,8,8,"Demolition of Fortyfoot Hall and erection of 8 No. apartments above with associated landscaping, parking and access.",local-authority-eng:MOL,not owned by a public authority,2016-11-03,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2016/1061,permissioned,full planning permission,BLR10,https://maps.molevalley.gov.uk/,2017-11-28
"Institute Of Further Education, Dene St, Dorking RH4 3EB",yes,,2017-11-28,,0.21,12,12,"Conversion of existing building to create 8 No. flats and erection of 2 pairs of semi-detached dwellings (12 units in total) with associated landscaping, parking and access",local-authority-eng:MOL,owned by a public authority,2016-12-23,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2016/0610,permissioned,full planning permission,BLR17,https://maps.molevalley.gov.uk/,2017-11-28
"37 & 39 Kingston Rd, Leatherhead KT22 7SL",yes,,2017-11-28,,0.06,7,7,Demolition of existing building and erection of a 4-storey building of 7 No. two bedroom flats with associated parking and access. (Renewal of MO/2010/0111).,local-authority-eng:MOL,not owned by a public authority,2015-01-26,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2013/0381,permissioned,full planning permission,BLR08,https://maps.molevalley.gov.uk/,2017-11-28
"Queen Elizabeth Foundation, Woodlands Rd, Leatherhead KT22 0BN",yes,,2017-11-28,,9.25,64,64,"Outline phased re-development: comprising demolition of all the buildings and erection of new buildings, hard standing, pedestrian, cycle and vehicular access, circulation and parking, landscaping, infrastructure and ground remodelling",local-authority-eng:MOL,not owned by a public authority,2015-03-25,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2014/0322,permissioned,outline planning permission,BLR19,https://maps.molevalley.gov.uk/,2017-11-28
