site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"BT Depot, Ponteland Road, NE1 2YF",,,2018-12-17,,0.88,275,225,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.662791 54.998989),1008,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
"Walkergate Hospital, Benfield Road",,,2018-12-18,,2.99,44,36,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.561034 54.987292),1009,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
Gap Plant (East of Free Trade) St Lawrence Road,,,2018-12-19,,0.4,97,79,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.586263 54.970944),1026,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
Land between Kirk Street and Bolam Street,,,2018-12-20,,0.29,15,13,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.571904 54.970238),1029,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
Spillers Quay,,,2018-12-21,,1.54,53,43,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.584462 54.968916),1035,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
"Former scrap metal site, Saint Lawrence Road",,,2018-12-22,,0.93,55,50,,local-authority-eng:NET,owned by a public authority,,,pending decision,,POINT(-1.572217 54.967131),1072,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
"Plot 12 Quayside, Ouesburn, Newcastle",,,2018-12-23,,0.58,99,81,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.595456 54.971604),1076,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
Malmo Quay,,,2018-12-24,,0.5,77,63,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.589357 54.971086),1077,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
CD2 - The Stack PH and land to the west,,,2018-12-25,,0.91,31,25,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.544741 54.968276),1102,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
"Site of 1243 - 1293 Walker Road, Walker",,,2018-12-26,,0.49,22,18,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.555703 54.965322),1103,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
CD7 - Land at 1450-1560 Walker Road,,,2018-12-27,,0.26,11,9,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.549153 54.965815),1121,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
"Land at Felling View, Caldbeck Avenue, Caldbeck Close, Walker",,,2018-12-28,,4.13,194,158,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.553235 54.962253),1124,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
CW2 - Lamb Street,,,2018-12-29,,1.06,33,27,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.543378 54.971174),1129,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
"Site of Byker Buildings, Byker Bank",,,2018-12-30,,0.28,11,9,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.588486 54.975026),1140,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
"Anglo Swedish Engineering, Glasshouse Street",,,2018-12-31,,0.12,9,7,,local-authority-eng:NET,not owned by a public authority,,,Not Permissioned,,POINT(-1.577535 54.965394),1144,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
Land east of Pottery Bank (PB6 - Phase 3),,,2019-01-01,,1.12,47,39,,local-authority-eng:NET,owned by a public authority,,,Not Permissioned,,POINT(-1.547498 54.963569),1148,https://www.newcastle.gov.uk/sites/default/files/wwwfileroot/planning-and-buildings/planning-policy/housing_combined_web.pdf,
