site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Newcombe House, 319-323 Battersea Park Road",yes,,2019-03-31,,0.02,9,9,,local-authority-eng:WND,not owned by a public authority,2019-03-28,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2018/5826,permissioned,full planning permission,WBR/17/0002,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
"Battersea Technology College and 3 Culovert Road, 401 Battersea Park Road (Harris Academy)",yes,,2019-03-31,,1.9,38,38,,local-authority-eng:WND,owned by a public authority,2017-09-11,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/4188,permissioned,outline planning permission,WBR/17/0003,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
"Lock up garages, 26-40 Balham New Road",yes,,2019-03-31,,0.07,8,8,,local-authority-eng:WND,not owned by a public authority,2017-09-25,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/2817,permissioned,full planning permission,WBR/17/0004,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
"Our Lady of Mount Carmel and St Joseph Church, 8 Battersea Park Road",yes,,2019-03-31,,0.17,20,20,,local-authority-eng:WND,not owned by a public authority,2014-10-28,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/1471,permissioned,full planning permission,WBR/17/0005,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
81-87 Upper Tooting Road,yes,,2019-03-31,,0.1,18,18,,local-authority-eng:WND,not owned by a public authority,2017-12-20,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2016/5443,permissioned,full planning permission,WBR/17/0006,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
94-94a Longley Road,yes,,2019-03-31,,0.07,9,9,,local-authority-eng:WND,not owned by a public authority,2017-11-24,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/3823,permissioned,full planning permission,WBR/17/0007,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
191-195 Balham High Road,,23/04/2018,2019-03-31,,0.07,9,9,,local-authority-eng:WND,not owned by a public authority,2016-03-04,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/6304,permissioned,full planning permission,WBR/17/0008,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
89-93 Putney High Street,,30/01/2019,2019-03-31,,0.07,15,15,,local-authority-eng:WND,not owned by a public authority,2017-09-06,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2017/0560,permissioned,full planning permission,WBR/17/0009,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
"Chelsea Bridge Wharf (southern site), Queenstown Road (Phase 5, Residential Blocks F & G (Lanson House & Burnelli House))",yes,,2019-03-31,,0.92,7,7,,local-authority-eng:WND,not owned by a public authority,2016-04-05,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2015/5875,permissioned,full planning permission,WBR/17/0011,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
"Former Domus Tiles site, 31-33 Parkgate Road/Elcho Street (27-33 Parkgate Road & 2-42 Elcho Street)",yes,,2019-03-31,,0.54,118,118,,local-authority-eng:WND,not owned by a public authority,2015-06-30,https://planning1.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2014/3837,permissioned,full planning permission,WBR/17/0012,https://maps.wandsworth.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cpublic_Brownfield_Sites.AuroraScript%24&nocache=614915663&resize=always,2017-12-13
