site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Bridge House, Bridge Court, Normanby",yes,03/12/2019,2019-12-03,,0.17,12,12,Permission expired June 2019. Building remains in use as care home.,local-authority-eng:RCC,not owned by a public authority,,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2015/0645/FFM,permissioned,full planning permission,POINT(-1.159834 54.555829),464,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/464_19.pdf,2017-11-10
"Wilton Lane, Guisborough",yes,03/12/2019,2019-12-03,,0.27,14,14,Site under development.,local-authority-eng:RCC,not owned by a public authority,,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2017/0407/FFM,permissioned,full planning permission,POINT(-1.054712 54.539524),136,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/136_19.pdf,2017-11-10
"Land Adjacent Ryehills School, Redcar",yes,03/12/2019,2019-12-03,,1.4,49,49,Site under development.,local-authority-eng:RCC,owned by a public authority,,,permissioned,full planning permission,POINT(-1.057576 54.605045),387,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/387_19.pdf,2017-11-10
"Former Rosecroft School, Rosecroft Lane, Loftus",yes,03/12/2019,2019-12-03,,1.38,69,69,Site under development.,local-authority-eng:RCC,owned by a public authority,,,permissioned,full planning permission,POINT(-0.891035 54.550708),360,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/360_19.pdf,2017-11-10
"Hummersea Hills Phase 1, Loftus",,,2019-12-03,,0.41,17,17,Comprises remaining development area on extant consent at phase 1 .,local-authority-eng:RCC,not owned by a public authority,2010-03-08,https://planning.redcar-cleveland.gov.uk/(S(y3dqliq10gifg4sfkqqfuc4f))/plaRecord.aspx?AppNo=R/2009/0766/FFM,permissioned,full planning permission,POINT(-0.886763 54.557688),389,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/389_19.pdf,2017-11-10
"Hummersea Hills Phase 2, Loftus",,,2019-12-03,,3.11,104,104,Site excludes 1.0ha associated public open space which is part of the planning permission and is adjacent to the site. Comprises remaining dwellings on phase 2 and excludes separate permission on part of the site for 60 extra-care apartments which is expected to lapse in June 2018. The figure of 104 includes 34 dwellings previously proposed on the apartment permission site.,local-authority-eng:RCC,not owned by a public authority,2011-11-04,https://planning.redcar-cleveland.gov.uk/(S(y3dqliq10gifg4sfkqqfuc4f))/plaRecord.aspx?AppNo=R/2011/0375/FFM,permissioned,full planning permission,POINT(-0.889832 54.557402),392,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/392_19.pdf,2017-11-10
"Former Abattoir Site, Boosbeck",,,2019-12-03,,0.81,31,31,Local Plan Housing Allocation https://www.redcar-cleveland.gov.uk/resident/planning-and-building/strategic%20planning/Documents/Local%20Plan%20Adopted%20May%202018.pdf Part of larger allocation site (4.3ha.) site with outline permission for 69 dwellings. Rest of allocation is currently Council owned open space.,local-authority-eng:RCC,not owned by a public authority,2017-02-22,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2016/0759/OOM,permissioned,outline planning permission,POINT(-0.983966 54.54464),457,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/457_19.pdf,2017-11-10
"Former Handale Primary School, Loftus",,03/12/2019,2019-12-03,,0.28,10,10,Permission granted October 2019 for non-resiodential uses.,local-authority-eng:RCC,owned by a public authority,,,permissioned,,POINT(-0.892609 54.554237),456,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/456_19.pdf,2017-11-10
"Land at Park Lane, Guisborough",,,2019-12-03,,0.48,20,20,Local Plan Housing Allocation https://www.redcar-cleveland.gov.uk/resident/planning-and-building/strategic%20planning/Documents/Local%20Plan%20Adopted%20May%202018.pdf,local-authority-eng:RCC,owned by a public authority,,,not permissioned,,POINT(-1.057268 54.536596),376,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/376_19.pdf,2017-11-10
"Land at Stanghow Road, Skelton",,,2019-12-03,,0.33,10,10,Local Plan Housing Allocation https://www.redcar-cleveland.gov.uk/resident/planning-and-building/strategic%20planning/Documents/Local%20Plan%20Adopted%20May%202018.pdf,local-authority-eng:RCC,not owned by a public authority,,,not permissioned,,POINT(-0.972613 54.560263),405,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/405_19.pdf,2017-11-10
"Former Salvation Army Hall, Bolckow Street, Eston",yes,03/12/2019,2019-12-03,,0.18,6,6,Permission expired 2019. Building remains in use as storage depot.,local-authority-eng:RCC,not owned by a public authority,2016-08-03,https://planning.redcar-cleveland.gov.uk/(S(uy1ufumhnyqs3jgp1edp505h))/plaRecord.aspx?AppNo=R/2016/0181/FF,permissioned,full planning permission,POINT(-1.140837 54.557763),472,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/472_19.pdf,2017-11-10
"Low Grange Farm (part), South Bank",,,2019-12-03,,11.2,438,438,"Local Plan Housing Allocation https://www.redcar-cleveland.gov.uk/resident/planning-and-building/strategic%20planning/Documents/Local%20Plan%20Adopted%20May%202018.pdf This site comprises a cleared housing area and a former landfill site and forms part of a larger (32ha.) area of land at Low Grange Farm with outline planning permission for up to 1,250 dwellings which was granted for a period of 10 years, to 2026, to reflect the scale and market location of the site.",local-authority-eng:RCC,not owned by a public authority,2016-03-31,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2014%2F0372%2FOOM,permissioned,outline planning permission,POINT(-1.165608 54.576737),135,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/135_19.pdf,2018-12-11
"Former Eston Park School (part), Teesville",,,2019-12-03,,1.15,40,40,"The site comprises an area of cleared former school buildings abutting the former school playing field area (3ha) which is also in public (Council) ownership and allocated for approximately 100 dwellings in Policy H3.9 of the Local Plan. The brownfield site became available following plan adoption, but It is anticipated that both sites would logically come forward as a single development scheme.",local-authority-eng:RCC,owned by a public authority,,,not permissioned,,POINT(-1.159298 54.566107),452,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/452_19.pdf,2018-12-11
"Wykeham Close, Redcar",,03/12/2019,2019-12-03,,0.55,25,25,Site under development.,local-authority-eng:RCC,not owned by a public authority,,,permissioned,,POINT(-1.07464 54.596019),413,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/413_19.pdf,2018-12-11
"Layland House, North Skelton",yes,,2019-12-03,,0.18,6,6,The layout attached to the outline permission shows 6 no. semi-detached dwellings.,local-authority-eng:RCC,not owned by a public authority,2017-11-20,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2017%2F0665%2FOO,permissioned,outline planning permission,POINT(-0.964549 54.558091),476,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/476_19.pdf,2018-12-11
"1 Pearl Street, Saltburn",yes,,2019-12-03,,0.02,10,10,Permission is for conversion from HMO to 10 flats.,local-authority-eng:RCC,not owned by a public authority,2018-02-18,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2018%2F0014%2FCAM,permissioned,full planning permission,POINT(-0.972868 54.58453),519,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/519_19.pdf,2018-12-11
"Parklands Public House, Normanby",,,2019-12-03,,0.46,12,12,Yield assumes 12 no semi-detached dwellings and access road.,local-authority-eng:RCC,not owned by a public authority,,,not permissioned,,POINT(-1.164364 54.556625),460,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/460_19.pdf,2018-12-11
"Spencerbeck Farrm (part), Ormesby",,,2019-12-03,,0.96,20,20,"Local Plan Housing Allocation https://www.redcar-cleveland.gov.uk/resident/planning-and-building/strategic%20planning/Documents/Local%20Plan%20Adopted%20May%202018.pdf Site comprises former farm cottages, workshop shed and hardstandings. There is an associated and a grazing area to the rear which is the subject of a separate outline permission but both sites are being marketed as a single development opportunity and form part of the same Local Plan housing allocation under Policy H3.6.",local-authority-eng:RCC,not owned by a public authority,2016-02-19,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2016%2F0410%2FOOM,not permissioned,,POINT(-1.168035 54.55328),18,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/018_19.pdf,2018-12-11
"Former Olympia Gym, Redcar",yes,03/12/2019,2019-12-03,,0.09,10,10,Site under development.,local-authority-eng:RCC,not owned by a public authority,2018-10-18,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2018%2F0444%2FFFM,permissioned,full planning permission,POINT(-1.072136 54.62039),345,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/345_19.pdf,2018-12-11
"Former Royal Standard Public House, Redcar",yes,03/12/2019,2019-12-03,,0.02,3,3,Site was added in error - net gain would be <5 units.,local-authority-eng:RCC,not owned by a public authority,,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2018%2F0614%2FFF,permissioned,full planning permission,POINT(-1.068347 54.618096),529,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/529_19.pdf,2018-12-11
"Former Cleveland Bay Public House, Eston",yes,,2019-12-03,,0.01,6,6,Permission is for conversion of pub and HMO into flats.,local-authority-eng:RCC,not owned by a public authority,2018-09-18,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2018%2F0402%2FFF,permissioned,full planning permission,POINT(-1.14107 54.557684),530,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/530_19.pdf,2018-12-11
"Former RAFA Club, Redcar",yes,,2019-12-03,,0.02,6,6,Permission is for conversion of social club into flats.,local-authority-eng:RCC,not owned by a public authority,2018-09-13,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2018%2F0386%2FFF,permissioned,full planning permission,POINT(-1.074607 54.619986),531,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/531_19.pdf,2018-12-11
"Land South of The Dunes, Redcar",,03/12/2019,2019-12-03,,0.19,9,9,Site under development.,local-authority-eng:RCC,owned by a public authority,,,permissioned,full planning permission,POINT(-0.958185 54.598827),528,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/528_19.pdf,2018-12-11
"Former Bulls Head Hotel, North Skelton",,,2019-12-03,,0.14,8,8,Housing estimate assumes 90% net developable area and a gross density of 60 dwellings per hectare to reflect site and resiodential location characteristics.,local-authority-eng:RCC,not owned by a public authority,,,not permissioned,,POINT(-0.958185 54.557848),532,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/532_19.pdf,2018-12-11
Church Lane North Estate,,,2019-12-03,,8.79,32,32,Yield refers to net gain from proposed estate renewal.,local-authority-eng:RCC,not owned by a public authority,,,not permissioned,,POINT(-1.149173 54.570464),539,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/539_19.pdf,2019-12-03
Saltburn Riding Stables,,,2019-12-03,,1.36,15,15,Outline permission is for redevelopment of stable buildings footprint.,local-authority-eng:RCC,not owned by a public authority,2019-08-20,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2019%2F0081%2FOOM,permissioned,outline planning permission,POINT(-0.997377 54.581305),488,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/488_19.pdf,2019-12-03
Woodhouse Road,yes,,2019-12-03,,0.21,7,7,Permission for proposed conversion of housing office and new build development.,local-authority-eng:RCC,not owned by a public authority,2019-11-25,https://planning.redcar-cleveland.gov.uk/Planning/Display?applicationNumber=R%2F2019%2F0517%2FFF,permissioned,full planning permission,POINT(-1.064468 54.535199),540,https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/540_19.pdf,2019-12-03
