site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Heathside and Lethbridge Estate,yes,,2017-11-30,,6.07,645,645,14/087333 (currently at phase 4) for mixed use development including 2-6 phases with a total of 1054 residential units,local-authority-eng:LEW,mixed ownership,2014-12-08,,permissioned,reserved matters approval,POINT(-0.013006 51.471193),BK001,,2017-11-30
"BMW site, Lee Terrace ",yes,,2017-11-30,,0.36,30,30,"16/095488 for mixed use development including 9 x one bedroom, 8 x two bedroom, 3 x three bedroom self-contained flats and 10 x four bedroom townhouses",local-authority-eng:LEW,not owned by a public authority,2016-10-20,,permissioned,full planning permission,POINT(0.000704 51.463545),BK002,,2017-11-30
"Former petrol station, 167 Lewisham Road",yes,,2017-11-30,,0.07,28,28,15/091914 for mixed use development including 28 flats,local-authority-eng:LEW,not owned by a public authority,2016-03-16,,permissioned,full planning permission,POINT(-0.010774 51.465521),BK003,,2017-11-30
"23 Boone Street, Dacre Park Estate",yes,,2017-11-30,,0.13,25,25,"14/089902 for residential development including 6 x 1 bedroom and 14 x 2 bedroom flats, 3 x 3 bedroom and 2 x 4 bedroom flats",local-authority-eng:LEW,owned by a public authority,2015-03-04,,permissioned,full planning permission,POINT(0.003739 51.459631),BK004,,2017-11-30
"Tower House, 65-71 Lewisham High Street",yes,,2017-11-30,,0.17,20,20,15/094039 for residential development including two additional floors at roof level with 20 residential units,local-authority-eng:LEW,not owned by a public authority,2016-03-24,,permissioned,full planning permission,POINT(-0.00956 51.462913),BK005,,2017-11-30
"Independents Day Centre, Independents Road ",yes,,2017-11-30,,0.06,16,16,10/76229 for residential development including 10 x one bedroom self-contained flats and 4 x two bedroom and 2 x three bedroom self-contained maisonettes,local-authority-eng:LEW,not owned by a public authority,2013-12-17,,permissioned,full planning permission,POINT(0.008066 51.465411),BK006,,2017-11-30
1 Myron Place,yes,,2017-11-30,,0.02,12,12,16/099036 Prior Approval for residential development including 12 studio flats,local-authority-eng:LEW,not owned by a public authority,2016-12-21,,permissioned,full planning permission,POINT(-0.009291 51.462781),BK007,,2017-11-30
"Our Lady of Lourdes School, Belmont Hill",yes,,2017-11-30,,0.26,9,9,15/094157 for residential development including 9 x four bedroom town houses comprising three pairs of semi-detached houses and one terrace of three houses,local-authority-eng:LEW,not owned by a public authority,2016-01-08,,permissioned,full planning permission,POINT(-0.002165 51.463208),BK008,,2017-11-30
Garages at 49-71 Dacre Park,yes,,2017-11-30,,0.09,5,5,14/89973 for residential development including 5 x two bedroom mews houses,local-authority-eng:LEW,owned by a public authority,2015-04-22,,permissioned,full planning permission,POINT(0.003855 51.46071),BK009,,2017-11-30
17 Brandram Road,yes,,2017-11-30,,0.03,6,6,Lapsed 07/65979 and Lapsed 09/73230for residential development including 4 x one bedroom and 2 x two bedroom self-contained flats,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,POINT(0.001487 51.460241),BK010,,2017-11-30
